ano;cod_ies;nome_ies;sigla_ies;categoria_adm;organizacao_acad;uf;igc_continuo;igc_faixa;nome_google_place;latitude;longitude;endereco;endereco_detalhe
2018;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Privada com fins lucrativos;Centro Universitário;DF;3,42115;4;IESB Sul;-15.8349713;-47.9128893;SGAS Quadra 613/614, Via L2 Sul - Asa Sul, Brasília - DF, 70200-730, Brasil;538P+2R Asa Sul - Brasília, DF
2018;1063;Faculdade Doctum de Vila Velha;DOCTUM;Privada sem fins lucrativos;Faculdade;ES;3,21888;4;Faculdade Doctum;-20.3297672;-40.2749102;R. Lúcio Bacelar, 490 - Praia da Costa, Vila Velha - ES, 29101-030, Brasil;MPCG+32 Praia da Costa, Vila Velha - ES
2018;1064;Faculdade Doctum de Vitória;DOCTUM;Privada sem fins lucrativos;Faculdade;ES;3,25692;4;Faculdade Doctum;-20.3081787;-40.3126115;R. Joaquim Leopoldino Lopes, 230 - Consolação, Vitória - ES, 29045-580, Brasil;MMRP+PX Consolação, Vitória - ES
2018;1066;INSTITUTO DE ENSINO E PESQUISA OBJETIVO;IEPO;Privada com fins lucrativos;Faculdade;TO;2,15304;3;IEPO - Instituto de Ensino e Pesquisa OBJETIVO;-10.2087646;-48.3313192;Conjunto 2 - Lotes 7 e 8, Q. 402 Sul Avenida NS B - Planalto, Palmas - TO, 77021-634, Brasil;QMR9+FF Plano Diretor Sul - Canela, Palmas - TO
2018;1067;FACULDADE DE JUSSARA;FAJ;Privada com fins lucrativos;Faculdade;GO;2,46113;3;Faculdade de Jussara - FAJ;-15.8737009;-50.8368536;BR-070, S/N - Km 24 - Alto da Boa Vista, Jussara - GO, 76270-000, Brasil;45G7+G7 Jussara, GO
2018;1068;FACULDADE ALDETE MARIA ALVES;FAMA;Privada sem fins lucrativos;Faculdade;MG;3,16988;4;;;;;
2018;1070;FACULDADE CNEC UNAÍ;;Privada sem fins lucrativos;Faculdade;MG;2,64504;3;Faculdade CNEC UNAÍ;-16.3599907;-46.9024384;R. Celina Lisboa Frederico, 142 - Centro, Unaí - MG, 38610-000, Brasil;J3RX+22 Centro, Unaí - MG
2018;1071;INSTITUTO DE ENSINO SUPERIOR DA FUNLEC;IESF;Privada sem fins lucrativos;Faculdade;MS;2,64062;3;Fundação Lowtons de Educação e Cultura;-20.4163371;-54.5662959;R. Rebouças, 674 - Parque dos Novos Estados, Campo Grande - MS, 79034-090, Brasil;HCMM+FF Parque dos Novos Estados, Campo Grande - MS
2018;1072;FACULDADE AFIRMATIVO;FAFI;Privada com fins lucrativos;Faculdade;MT;NA;SC;Faculdade Afirmativo;-15.6094847;-56.09891529999999;R. Pimenta Bueno, 534 - Dom Aquino, Cuiabá - MT, 78015-190, Brasil;9WR2+6C Dom Aquino, Cuiabá - MT
2018;1075;INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA;IESP;Privada com fins lucrativos;Faculdade;PB;2,68797;3;UNIESP Centro Universitário;-7.0947326;-34.8487411;Rodovia BR 230 Km 14 s/n Morada Nova, PB, 58109-303, Brasil;W542+4G Lot. Morada Nova, Cabedelo - PB
2018;1076;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS;FAFIC;Privada sem fins lucrativos;Faculdade;PB;2,32143;3;FAFIC - Faculdade de Filosofia, Ciências e Letras de Cajazeiras;-6.8833421;-38.5627171;R. Padra Ibiapina, s/n - Centro, Cajazeiras - PB, 58900-000, Brasil;4C8P+MW Centro, Cajazeiras - PB
2018;1077;Centro Universitário Estácio do Recife;;Privada com fins lucrativos;Centro Universitário;PE;2,47258;3;Centro Universitário Estácio Recife;-8.0620576;-34.9162785;Av. Eng. Abdias de Carvalho, 1678 - Prado, Recife - PE, 50620-635, Brasil;W3QM+5F Prado, Recife - PE
2018;1078;CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO;;Privada com fins lucrativos;Centro Universitário;PR;2,90596;3;Centro Universitário Grupo Integrado, Centro;-24.0481654;-52.3807724;Av. Irmãos Pereira, 670 - Centro, Campo Mourão - PR, 87301-010, Brasil;XJ29+PM Centro - Mourão, Campo Mourão - PR
2018;1079;FACULDADE MARINGÁ;CESPAR;Privada sem fins lucrativos;Faculdade;PR;2,34987;3;Faculdade Maringá;-23.4165686;-51.9409453;Av. Prudente de Morais, 815 - Zona Armazem, Maringá - PR, 87020-010, Brasil;H3M5+9J Zona 7, Maringá - PR
2018;1080;FACULDADE ARTHUR SÁ EARP NETO;FASE;Privada sem fins lucrativos;Faculdade;RJ;3,26294;4;Faculdade de Medicina de Petrópolis;-22.4953638;-43.1808049;Av. Barão do Rio Branco, 1003 - Centro, Petrópolis - RJ, 25680-120, Brasil;GR39+VM Centro, Petrópolis - RJ
2018;1081;FACULDADE DE ENGENHARIA DE RESENDE;FER;Privada sem fins lucrativos;Faculdade;RJ;2,49029;3;Associação Educacional Dom Bosco  AEDB;-22.4830033;-44.47284399999999;Av. Cel. Prof. Antônio Esteves, 1 - Campo de Aviação, Resende - RJ, 27523-000, Brasil;GG8G+QV Resende, RJ
2018;1082;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;IFRN;Pública Federal;Instituto Federal de Educação, Ciência e Tecnologia;RN;3,02863;4;Instituto Federal do Rio Grande do Norte;-5.2122953;-37.3207779;R. Raimundo Firmino de Oliveira, 400 - Conjunto Ulrick Graff, Mossoró - RN, 59628-330, Brasil;QMQH+3M Pres. Costa e Silva, Mossoró - RN
2018;1084;FACULDADE CENECISTA DE BENTO GONÇALVES;FACEBG;Privada sem fins lucrativos;Centro Universitário;RS;2,92922;3;Faculdade Cenecista de Bento Gonçalves;-29.1389918;-51.53117289999999;R. Arlindo F. Barbosa, 460 - São Roque, Bento Gonçalves - RS, 95700-000, Brasil;VF69+CG São Roque, Bento Gonçalves - RS
2018;1085;FACULDADE METODISTA DE SANTA MARIA;FAMES;Privada sem fins lucrativos;Faculdade;RS;2,31272;3;Faculdade Metodista Centenário;-29.6908255;-53.80206279999999;R. Dr. Turi, 2003 - Centro, Santa Maria - RS, 97050-180, Brasil;855X+M5 Centro, Santa Maria - RS
2018;1086;FACULDADE DE EDUCAÇÃO DE COLORADO DO OESTE;FAEC;Privada sem fins lucrativos;Faculdade;RO;2,1582;3;Faculdade de Educação de Colorado do Oeste;-13.1173705;-60.529476;Av. Paulo de Assis Ribeiro, 5681 - Industrial, Colorado do Oeste - RO, 76993-000, Brasil;VFMC+36 Industrial, Colorado do Oeste - RO
2018;1087;FACULDADES INTEGRADAS APARÍCIO CARVALHO;FIMCA;Privada sem fins lucrativos;Centro Universitário;RO;2,46165;3;FIMCA - Faculdades Integradas Aparício Carvalho;-8.7858168;-63.8606902;R. das Ararás, 241 - Eldorado, Porto Velho - RO, 76811-678, Brasil;647Q+MP Eldorado, Porto Velho - RO
2018;1090;FACULDADE SÃO LUÍS DE FRANÇA;FSLF;Privada com fins lucrativos;Faculdade;SE;3,04922;4;Faculdade São Luís de França;-10.9111627;-37.0648113;R. Laranjeiras, 1838 - Getúlio Vargas, Aracaju - SE, 49055-380, Brasil;3WQP+G3 Getúlio Vargas, Aracaju - SE
2018;1092;FACULDADES INTEGRADAS DE BAURU;FIB;Privada com fins lucrativos;Faculdade;SP;3,0131;4;Faculdades Integradas de Bauru;-22.3449005;-49.1070806;R. José Santiago, 16 - Vila Ipiranga, Bauru - SP, Brasil;MV4V+25 Vila Ipiranga, Bauru - SP
2018;1096;FACULDADE DE PRESIDENTE EPITÁCIO - FAPE;FAPE;Privada com fins lucrativos;Faculdade;SP;2,04588;3;Faculdade de Presidente Epitácio - FAPE;-21.7749272;-52.1058148;Rua Pernambuco, 17-05 - Centro, Pres. Epitácio - SP, 19470-000, Brasil;6VGV+2M Pres. Epitácio, SP
2018;1100;Centro Universitário Carlos Drummond de Andrade;UniDrummond;Privada sem fins lucrativos;Centro Universitário;SP;2,22743;3;Centro Universitário e Colégio Carlos Drummond de Andrade - Campus Penha I;-23.5256822;-46.5496765;Av. Penha de França, 35 - Penha de França, São Paulo - SP, 03606-010, Brasil;FFF2+P4 Penha de França - Penha, São Paulo - SP
2018;1107;Centro Universitário Estácio do Ceará;Estácio FIC;Privada com fins lucrativos;Centro Universitário;CE;2,56642;3;Centro Universitário Estácio do Ceará - Campus Moreira Campos;-3.7425123;-38.5018658;R. Visc. de Mauá, 1940 - Meireles, Fortaleza - CE, 60125-160, Brasil;7F4X+X7 Meireles, Fortaleza - CE
2018;1113;CENTRO UNIVERSITÁRIO EURO-AMERICANO;UNIEURO;Privada sem fins lucrativos;Centro Universitário;DF;3,16445;4;Centro Universitário Euro Americano - Asa Norte;-15.7410533;-47.90257;SGAN St. de Grandes Áreas Norte 916 - Asa Norte, Brasília - DF, 70790-160, Brasil;735W+HX Asa Norte - Brasília, DF
2018;1115;FACULDADE SANTA TEREZINHA;CEST;Privada sem fins lucrativos;Faculdade;MA;2,83921;3;Faculdade Santa Teresinha;-2.5495546;-44.2407398;Av. Casemiro Júnior, 12 - Anil, São Luís - MA, 65045-180, Brasil;FQ25+5P Anil, São Luís - MA
2018;1118;FACULDADE DE MIRASSOL;;Privada com fins lucrativos;Faculdade;SP;2,24195;3;Faculdade de Mirassol - FAIMI;-20.818829;-49.5219844;Av. Luiz F. Moreira, 1005 - Jardim São José, Mirassol - SP, 15130-000, Brasil;5FJH+F6 São José, Mirassol - SP
2018;1120;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE;IF Fluminense;Pública Federal;Instituto Federal de Educação, Ciência e Tecnologia;RJ;2,88917;3;Instituto Federal de Educação, Ciência e Tecnologia Fluminense - IFF - Campus Guarus;-21.7350406;-41.3243267;Av. Souza Mota, 350 - Parque Fundao, Campos dos Goytacazes - RJ, 28060-010, Brasil;7M7G+X7 Parque Fundao, Campos dos Goytacazes - RJ
2018;1122;FACULDADE REGES DE OSVALDO CRUZ;;Privada sem fins lucrativos;Faculdade;SP;2,80779;3;Faculdade Reges de Osvaldo Cruz;-21.7936084;-50.8897741;R. Chile, 501 - Jardim das Bandeiras, Osvaldo Cruz - SP, 17700-000, Brasil;6446+H3 Jardim das Bandeiras, Osvaldo Cruz - SP
2018;1123;INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR;IESUS;Privada com fins lucrativos;Faculdade;BA;1,68304;2;IBES - Instituto Baiano de Ensino Superior;-12.9689798;-38.4285103;Av. Jorge Amado, 780 - Imbuí, Salvador - BA, 41720-040, Brasil;2HJC+CH Imbuí - Calmon, Salvador - BA
2018;1124;Faculdade Dom Pedro II de Barreiras;DP II Barreiras;Privada com fins lucrativos;Faculdade;BA;3,25362;4;Faculdade Dom Pedro II - Barreiras;-12.147619;-44.99492619999999;Av. Antônio Carlos Magalhães, 106 - Centro, Barreiras - BA, 47800-191, Brasil;V224+X2 Centro, Barreiras - BA
2018;1125;FACULDADES INTEGRADAS ESPÍRITA;FIES;Privada sem fins lucrativos;Faculdade;PR;2,14056;3;Faculdades Integradas Espírita;-25.4294688;-49.3243454;Rua Tobias de Macedo Júnior, 246 - Santo Inacio, Curitiba - PR, 82010-340, Brasil;HMCG+67 Santo Inacio - Santa Felicidade, Curitiba - PR
2018;1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;Pública Estadual;Universidade;PR;3,59637;4;Universidade Estadual Do Centro Oeste - UNICENTRO;-25.4062792;-51.469749;R. Salvatore Renna, 1606-1730 - Santa Cruz, Guarapuava - PR, 85015-430, Brasil;HGVJ+F4 Santa Cruz - Boqueirão, Guarapuava - PR
2018;1128;UNIVERSIDADE DE ITAÚNA;UI;Privada sem fins lucrativos;Universidade;MG;2,37361;3;Universidade de Itaúna;-20.056562;-44.572396;Rodovia MG 431 Km 45, s/n, MG, 35680-142, Brasil;WCVH+92 Eldorado, Itaúna - MG
2018;1129;CENTRO UNIVERSITÁRIO DO NORTE PAULISTA;UNORP;Privada sem fins lucrativos;Centro Universitário;SP;2,29368;3;CENTRO UNIVERSITÁRIO DO NORTE PAULISTA;-20.7696912;-49.3863347;I, Av. Alfredo Antônio de Oliveira, 2077 - Jardim Marajo, São José do Rio Preto - SP, 15046-355, Brasil;6JJ7+4F Jardim Marajo, São José do Rio Preto - SP
2018;1131;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO;UNIFSA;Privada com fins lucrativos;Centro Universitário;PI;2,61866;3;Centro Universitário Santo Agostinho;-5.1150123;-42.8083821;Av. Prof. Valter Alencar, 665 - São Pedro, Teresina - PI, 64019-625, Brasil;V5MR+XJ São Pedro, Teresina - PI
2018;1136;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU;FACIG;Privada sem fins lucrativos;Faculdade;PE;2,13503;3;FACIG/AMEC;-7.855723999999999;-34.9095537;Rod. Gov. Mário Covas, 532 - Santa Maria, Igarassu - PE, 11600-000, Brasil;43VR+P5 Igarassu, PE
2018;1139;FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG;FEAD - MG;Privada sem fins lucrativos;Faculdade;MG;1,95409;3;FEAD PILAR -Faculdade de Ensinos Administrativos;-20.001042;-43.9721202;Av. Sigmund Weiss, 100 - Pilar, Belo Horizonte - MG, 30390-200, Brasil;X2XH+H5 Pilar, Belo Horizonte - MG
2018;1141;FACULDADE GAMA E SOUZA;FGS;Privada sem fins lucrativos;Centro Universitário;RJ;2,57643;3;UNIGAMA - Centro Universitário Gama e Souza;-22.8619774;-43.2482357;Av. Brasil, 5843 - Bonsucesso, Rio de Janeiro - RJ, 21040-360, Brasil;4QQ2+6P Bonsucesso - Bonsuccesso, Rio de Janeiro - RJ
2018;1142;FACULDADE DE DIREITO DE VITÓRIA;FDV;Privada com fins lucrativos;Faculdade;ES;4,11846;5;FDV;-20.2941864;-40.30368;R. Juiz Alexandre Martins de Castro Filho, 215 - Santa Lucia, Vitória - ES, 29056-295, Brasil;PM4W+8G Santa Lucia, Vitória - ES
2018;1143;Faculdade de Ciências de Timbaúba;FACET;Privada sem fins lucrativos;Faculdade;PE;2,3482;3;Faculdade de Ciências de Timbaúba;-7.4958495;-35.3022255;Avenida Antonio Xavier de Morais, 5 - Sapucaia, Timbaúba - PE, 55870-000, Brasil;GM3X+M4 Sapucaia, Timbaúba - PE
2018;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Privada com fins lucrativos;Centro Universitário;SP;3,31967;4;CEUNSP - ITU ll;-23.2678566;-47.2993225;R. do Patrocínio, 716 - Centro, Itu - SP, 13300-200, Brasil;PPJ2+V7 Centro, Itu - SP
2018;1151;FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE;FANESE;Privada com fins lucrativos;Faculdade;SE;3,05755;4;FANESE;-4.463392499999999;-43.8871712;AVENIDA JOÃO RIBEIRO, S/N, Brasil;G4P7+J4 Codó, MA
2018;1153;UNIVERSIDADE CÂNDIDO MENDES;UCAM;Privada sem fins lucrativos;Universidade;RJ;2,19636;3;Universidade Candido Mendes - Tijuca;-22.9338185;-43.2415688;Rua Conde de Bonfim, 743 - Tijuca, Rio de Janeiro - RJ, 20530-000, Brasil;3Q85+F9 Tijuca, Rio de Janeiro - RJ
2018;1155;FACULDADE SALESIANA DE SANTA TERESA;FSST;Privada sem fins lucrativos;Faculdade;MS;1,77319;2;Faculdade Salesiana de Santa Teresa - FSST;-19.0021813;-57.6534408;R. Dom Aquino, 1119 - Centro, Corumbá - MS, 79330-060, Brasil;X8XW+4J Centro, Corumbá - MS
2018;1156;FACULDADE CNEC ITABORAÍ;;Privada sem fins lucrativos;Faculdade;RJ;2,60758;3;Faculdade Cenecista de Itaboraí - Facnec;-22.7477174;-42.8562225;R. Pres. Costa Silva, 212 - Centro, Itaboraí - RJ, 24800-055, Brasil;742V+WG Centro, Itaboraí - RJ
2018;1157;ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS;ESFA;Privada sem fins lucrativos;Faculdade;ES;1,9365;2;esfa;-22.9697777;-43.1868592;Copacabana, Rio de Janeiro - RJ, 22040-001, Brasil;2RJ7+37 Copacabana, Rio de Janeiro - RJ
2018;1159;CENTRO DE ENSINO SUPERIOR DE VITÓRIA;CESV;Privada com fins lucrativos;Faculdade;ES;1,91553;2;CESV - Centro de Ensino Superior de Vitória;-20.3041627;-40.3011515;R. Dr. Eurico de Aguiar, 1003 - Santa Lucia, Vitória - ES, 29056-205, Brasil;MMWX+8G Santa Lucia, Vitória - ES
2018;1160;FACULDADE CAMBURY;CAMBURY;Privada com fins lucrativos;Faculdade;GO;2,39562;3;Faculdade Cambury, Goiânia;-16.6856644;-49.293994;Av. T-2, 3531 - St. Sol Nascente, Goiânia - GO, 74410-220, Brasil;8P74+PC St. Sol Nascente, Goiânia - GO
2018;1161;INSPER INSTITUTO DE ENSINO E PESQUISA;INSPER;Privada sem fins lucrativos;Faculdade;SP;3,99603;5;Insper Instituto de Ensino e Pesquisa;-23.5983435;-46.6765132;R. Quatá, 300 - Vila Olímpia, São Paulo - SP, 04546-042, Brasil;C82F+M9 Vila Olímpia - Itaim Bibi, São Paulo - SP
2018;1166;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA;IFPB;Pública Federal;Instituto Federal de Educação, Ciência e Tecnologia;PB;2,90414;3;Reitoria do IFPB;-7.1326263;-34.8811583;Av. João da Mata, 256 - Jaguaribe, João Pessoa - PB, 58015-020, Brasil;V489+WG Jaguaribe, João Pessoa - PB
2018;1170;FACULDADE METROPOLITANA DE CAMAÇARI;FAMEC;Privada sem fins lucrativos;Faculdade;BA;2,83869;3;Faculdade Metropolitana de Camaçari;-12.7065732;-38.3145165;Av. Leste - Ponto Certo, Camaçari - BA, 42801-170, Brasil;7MVP+95 Ponto Certo, Camaçari - BA
2018;1173;FACULDADE ANHANGUERA DE BRASÍLIA;;Privada com fins lucrativos;Faculdade;DF;2,29057;3;Anhanguera;-15.838447;-48.0466428;QS 1, rua 212  lotes 11,13 e 15, Pistão Sul - Taguatinga Sul, 71950-550, Brasil;5X63+J8 Taguatinga, Brasília - DF
2018;1174;FACULDADE DE SABARÁ;SOECS;Privada sem fins lucrativos;Faculdade;MG;2,43678;3;Faculdade de Sabará;-19.8908689;-43.8254459;Av. Expedicionario Romeu Jer Dantas, 1088 - Rosário, Sabará - MG, 34555-000, Brasil;455F+MR Rosário, Sabará - MG
2018;1175;FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS;ESTÁCIO FARGS;Privada sem fins lucrativos;Faculdade;RS;2,39225;3;Estácio;-30.0345294;-51.2270117;R. Mal. Floriano Peixoto, 626 - Centro Histórico, Porto Alegre - RS, 90020-060, Brasil;XQ8F+55 Centro Histórico, Porto Alegre - RS
2018;1182;INSTITUTO DE ENSINO SUPERIOR DE AMERICANA;IESA;Privada com fins lucrativos;Faculdade;SP;2,99278;4;IESA - Instituto de Ensino Superior de Americana;-22.7505554;-47.3041559;R. do Carpinteiro, 240/270 - Jardim Werner Plaas, Americana - SP, 13478-730, Brasil;6MXW+Q8 Jardim Werner Plaas, Americana - SP
2018;1185;CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Privada com fins lucrativos;Centro Universitário;BA;2,90577;3;Centro Universitário Jorge Amado;-12.9371915;-38.4109485;Av. Luís Viana, 6775 - Paralela, Salvador - BA, 41720-000, Brasil;3H7Q+4J Paralela - Calmon, Salvador - BA
2018;1187;CENTRO UNIVERSITÁRIO MÓDULO;MÓDULO;Privada com fins lucrativos;Centro Universitário;SP;2,78003;3;Centro Universitário Módulo - Centro;-23.6193948;-45.4113677;Av. Frei Pacífico Wagner, 653 - Centro, Caraguatatuba - SP, 11660-903, Brasil;9HJQ+6F Centro, Caraguatatuba - SP
2018;1189;UNIVERSIDADE DO PLANALTO CATARINENSE;UNIPLAC;Privada sem fins lucrativos;Universidade;SC;2,58572;3;Universidade do Planalto Catarinense;-27.823168;-50.3168494;Av. Mal. Castelo Branco, 170 - Universitário, Lages - SC, 88509-900, Brasil;5MGM+P7 Universitário, Lages - SC
2018;1190;FACULDADE INTEGRAL CANTAREIRA;F.I.C.;Privada sem fins lucrativos;Faculdade;SP;2,6115;3;Faculdade Cantareira;-23.5315143;-46.6030792;R. Marcos Arruda, 729 - Catumbi, São Paulo - SP, 03020-000, Brasil;F99W+9Q Catumbi - Belem, São Paulo - SP
2018;1191;INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA;IESF;Privada sem fins lucrativos;Faculdade;CE;2,38987;3;IESF - Instituto de Ensino Superior de Fortaleza;-3.7259453;-38.5591876;Av. Sargento Hermínio Sampaio, 2036 - Monte Castelo, Fortaleza - CE, 60326-500, Brasil;7CFR+J8 Monte Castelo, Fortaleza - CE
2018;1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Privada com fins lucrativos;Centro Universitário;PR;2,9469;4;UniCesumar - Maringá;-23.4435903;-51.9173517;Av. Guedner, 1610 - Jardim Aclimacao, Maringá - PR, 87050-900, Brasil;H34M+H3 Jardim Aclimacao, Maringá - PR
2018;1198;FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ;FACET;Privada com fins lucrativos;Faculdade;PR;2,09838;3;Faculdade de Ciências Sociais Aplicadas;-25.4247099;-49.3209495;Rua Sydnei Antonio Rangel Santos, 238 - Santo Inacio, Curitiba - PR, 82010-210, Brasil;HMGH+4J Santo Inacio - Santa Felicidade, Curitiba - PR
2018;1201;FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS;FAMC;Privada sem fins lucrativos;Faculdade;MG;2,02131;3;FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS;-19.9830337;-43.94596010000001;Alameda Oscar Niemeyer, 61 - Vila da Serra, Nova Lima - MG, 34000-000, Brasil;2383+QJ Vila da Serra, Nova Lima - MG
2018;1202;FACULDADE SANTA RITA;FASAR;Privada com fins lucrativos;Faculdade;MG;2,56817;3;Centro Universitário Santa Rita;-23.4663822;-46.5866633;Av. Jaçanã, 648 - Jaçanã, São Paulo - SP, 02273-001, Brasil;GCM7+C8 Jaçanã, São Paulo - SP
2018;1205;FACULDADE EDUCACIONAL DA LAPA;FAEL;Privada com fins lucrativos;Faculdade;PR;2,34067;3;Faculdade Educacional da Lapa;-25.7586432;-49.7413408;Rodovia Deputado Olívio Belich, 620 - Km 30 - Boqueirão, Lapa - PR, 83750-000, Brasil;67R5+GF Zoneamento e Uso do Solo Urbano, Lapa - PR
2018;1208;FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL;;Privada sem fins lucrativos;Faculdade;RN;2,38289;3;Faculdade de Natal;-5.7939646;-35.1989197;Tirol, Natal - RN, 59020-145, Brasil;6R42+CC Natal, RN
2018;1213;FACULDADE FLEMING;SEF;Privada sem fins lucrativos;Faculdade;SP;1,77325;2;Faculdade Fleming Campinas;-22.8517675;-47.043879;R. Luís Otávio, 1281 - Taquaral, Campinas - SP, 13087-018, Brasil;4XX4+7C Taquaral, Campinas - SP
2018;1219;INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR;IIES;Privada com fins lucrativos;Faculdade;SP;1,77344;2;Instituto Itapetiningano de Ensino Superior;-23.6164434;-48.059907;R. Izolina de Morães Rosa, 727 - Vila Nastri, Itapetininga - SP, 18206-320, Brasil;9WMR+C2 Vila Nastri, Itapetininga - SP
2018;1221;FACULDADE GAMMON;;Privada sem fins lucrativos;Faculdade;SP;1,87727;2;FACULDADES GAMMON;-22.4152062;-50.5829331;R. Pref. Jaime Monteiro, 791 - Centro, Paraguaçu Paulista - SP, 19700-000, Brasil;HCM8+WR Centro, Paraguaçu Paulista - SP
2018;1224;CENTRO UNIVERSITÁRIO DE JALES;UNIJALES;Privada sem fins lucrativos;Centro Universitário;SP;1,99097;3;Centro Universitário de Jales - UNIJALES;-20.2740456;-50.54491729999999;Av. Francisco Jalles, 1851 - Lot. Avenida, Jales - SP, 15703-200, Brasil;PFG4+92 Lot. Avenida, Jales - SP
2018;1225;CENTRO UNIVERSITÁRIO AMPARENSE;UNIFIA;Privada com fins lucrativos;Centro Universitário;SP;2,82681;3;Centro Universitário Amparense - UNIFIA;-22.7170698;-46.8093959;Rodovia João Beira, SP-095, KM 46,5 - Modelo, Amparo - SP, 13905-529, Brasil;75MR+56 Jardim Sao Dimas, Amparo - SP
2018;1226;INSTITUTO DE ENSINO SUPERIOR DO ACRE;IESACRE;Privada com fins lucrativos;Faculdade;AC;3,15822;4;Pós Graduação ESB Instituto de Ensino Superior Brasileiro;-9.948687999999999;-67.820955;R. João Francisco da Cunha, 30 - Vila Ivonete, Rio Branco - AC, 69918-632, Brasil;352H+GJ Vila Ivonete, Rio Branco - AC
2018;1227;FACULDADE SÃO FRANCISCO DE BARREIRAS - FASB;FASB;Privada sem fins lucrativos;Centro Universitário;BA;2,40726;3;Faculdade São Francisco de Barreiras - Barreiras;-12.1745848;-45.0115224;BR 135 Km 01 2341, Rua Boa Sorte, BA, 47800-970, Brasil;RXGQ+59 Barreiras, BA
2018;1230;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;UNIPINHAL;Privada sem fins lucrativos;Centro Universitário;SP;2,60912;3;UniPinhal;-22.2018;-46.74639610000001;Av. Hélio Vergueiro Leite, s/n - Jardim Universitario I, Espírito Santo do Pinhal - SP, 13990-000, Brasil;Q7X3+7C Jardim Universitario I, Espírito Santo do Pinhal - SP
2018;1231;FACULDADE CNEC SANTO ÂNGELO;;Privada sem fins lucrativos;Faculdade;RS;2,66592;3;Instituto Cenecista de Ensino Superior de Santo Ângelo;-28.3127141;-54.2657982;R. Prof. Dr. João Augusto Rodrigues, 471 - Harmonia, Santo Ângelo - RS, 98801-015, Brasil;MPPM+WM Harmonia, Santo Ângelo - RS
2018;1232;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE;UNIANDRADE;Privada sem fins lucrativos;Centro Universitário;PR;2,94569;4;Uniandrade;-25.4560393;-49.3162359;R. João Scuissiato, 001 - Santa Quiteria, Curitiba - PR, 80310-310, Brasil;GMVM+HG Santa Quiteria - Fazendinha/Portão, Curitiba - PR
2018;1233;CENTRO UNIVERSITÁRIO UNIC;;Privada com fins lucrativos;Centro Universitário;MT;2,59965;3;;;;;
2018;1237;FACULDADE NOSSA SENHORA APARECIDA;FANAP;Privada sem fins lucrativos;Faculdade;GO;2,89728;3;Faculdade Nossa Senhora Aparecida;-16.2514134;-47.9109066;R. Leolince, Quadra 160 - lote 12 - Parque Estrela Dalva II, Luziânia - GO, 72820-090, Brasil;P3XQ+CJ Parque Estrela Dalva II, Luziânia - GO
2018;1239;FACULDADE PADRÃO;PADRAO;Privada com fins lucrativos;Faculdade;GO;2,56551;3;Faculdades FAN PADRÃO;-16.6699208;-49.3008271;Av. Anhanguera, S/N - Rodoviário, Goiânia - GO, 74430-030, Brasil;8MJX+2M Rodoviário, Goiânia - GO
2018;1240;FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO;PIO XII;Privada sem fins lucrativos;Faculdade;ES;2,73819;3;Faculdade Pio XII;-20.338384;-40.384706;R. Bolívar de Abreu, 48 - Campo Grande, Cariacica - ES, 29146-330, Brasil;MJ68+J4 Campo Grande, Cariacica - ES
