Name;State;Region;Ano;IDHM;"IDHM Educacao";"IDHM Longividade";"IDHM Renda"
Itamonte;"Minas Gerais";Sudeste;2000;0.623;0.448;0.827;0.654
Itamonte;"Minas Gerais";Sudeste;2010;0.705;0.591;0.853;0.695
Itanhandu;"Minas Gerais";Sudeste;1991;0.512;0.303;0.694;0.640
Itanhandu;"Minas Gerais";Sudeste;2000;0.670;0.544;0.797;0.693
Itanhandu;"Minas Gerais";Sudeste;2010;0.739;0.643;0.871;0.720
Itanhomi;"Minas Gerais";Sudeste;1991;0.375;0.160;0.652;0.504
Itanhomi;"Minas Gerais";Sudeste;2000;0.531;0.360;0.740;0.563
Itanhomi;"Minas Gerais";Sudeste;2010;0.650;0.503;0.831;0.656
Itaobim;"Minas Gerais";Sudeste;1991;0.369;0.159;0.679;0.464
Itaobim;"Minas Gerais";Sudeste;2000;0.542;0.389;0.744;0.550
Itaobim;"Minas Gerais";Sudeste;2010;0.629;0.516;0.787;0.613
Itapagipe;"Minas Gerais";Sudeste;1991;0.476;0.239;0.725;0.623
Itapagipe;"Minas Gerais";Sudeste;2000;0.626;0.457;0.816;0.657
Itapagipe;"Minas Gerais";Sudeste;2010;0.723;0.603;0.861;0.728
Itapecerica;"Minas Gerais";Sudeste;1991;0.476;0.274;0.702;0.562
Itapecerica;"Minas Gerais";Sudeste;2000;0.625;0.477;0.794;0.646
Itapecerica;"Minas Gerais";Sudeste;2010;0.713;0.618;0.846;0.692
Itapeva;"Minas Gerais";Sudeste;1991;0.442;0.185;0.744;0.629
Itapeva;"Minas Gerais";Sudeste;2000;0.554;0.345;0.776;0.636
Itapeva;"Minas Gerais";Sudeste;2010;0.720;0.607;0.878;0.699
Itatiaiuçu;"Minas Gerais";Sudeste;1991;0.373;0.142;0.673;0.541
Itatiaiuçu;"Minas Gerais";Sudeste;2000;0.528;0.339;0.728;0.597
Itatiaiuçu;"Minas Gerais";Sudeste;2010;0.677;0.563;0.833;0.661
"Itaú de Minas";"Minas Gerais";Sudeste;1991;0.550;0.384;0.697;0.621
"Itaú de Minas";"Minas Gerais";Sudeste;2000;0.656;0.547;0.772;0.669
"Itaú de Minas";"Minas Gerais";Sudeste;2010;0.776;0.711;0.862;0.761
Itaúna;"Minas Gerais";Sudeste;1991;0.538;0.328;0.752;0.633
Itaúna;"Minas Gerais";Sudeste;2000;0.685;0.555;0.828;0.699
Itaúna;"Minas Gerais";Sudeste;2010;0.758;0.685;0.850;0.749
Itaverava;"Minas Gerais";Sudeste;1991;0.307;0.083;0.714;0.486
Itaverava;"Minas Gerais";Sudeste;2000;0.422;0.206;0.755;0.483
Itaverava;"Minas Gerais";Sudeste;2010;0.627;0.496;0.811;0.613
Itinga;"Minas Gerais";Sudeste;1991;0.276;0.083;0.616;0.411
Itinga;"Minas Gerais";Sudeste;2000;0.440;0.277;0.698;0.442
Itinga;"Minas Gerais";Sudeste;2010;0.600;0.484;0.797;0.559
Itueta;"Minas Gerais";Sudeste;1991;0.346;0.133;0.649;0.481
Itueta;"Minas Gerais";Sudeste;2000;0.549;0.386;0.741;0.577
Itueta;"Minas Gerais";Sudeste;2010;0.635;0.485;0.825;0.640
Ituiutaba;"Minas Gerais";Sudeste;1991;0.535;0.309;0.755;0.656
Ituiutaba;"Minas Gerais";Sudeste;2000;0.653;0.508;0.787;0.695
Ituiutaba;"Minas Gerais";Sudeste;2010;0.739;0.644;0.840;0.745
Itumirim;"Minas Gerais";Sudeste;1991;0.450;0.241;0.711;0.532
Itumirim;"Minas Gerais";Sudeste;2000;0.628;0.499;0.795;0.623
Itumirim;"Minas Gerais";Sudeste;2010;0.726;0.675;0.840;0.675
Iturama;"Minas Gerais";Sudeste;1991;0.490;0.251;0.730;0.642
Iturama;"Minas Gerais";Sudeste;2000;0.669;0.528;0.799;0.711
Iturama;"Minas Gerais";Sudeste;2010;0.747;0.674;0.848;0.730
Itutinga;"Minas Gerais";Sudeste;1991;0.411;0.180;0.697;0.552
Itutinga;"Minas Gerais";Sudeste;2000;0.615;0.480;0.787;0.617
Itutinga;"Minas Gerais";Sudeste;2010;0.727;0.622;0.878;0.703
Jaboticatubas;"Minas Gerais";Sudeste;1991;0.374;0.144;0.673;0.539
Jaboticatubas;"Minas Gerais";Sudeste;2000;0.524;0.316;0.737;0.619
Jaboticatubas;"Minas Gerais";Sudeste;2010;0.681;0.543;0.837;0.694
Jacinto;"Minas Gerais";Sudeste;1991;0.323;0.121;0.625;0.447
Jacinto;"Minas Gerais";Sudeste;2000;0.471;0.294;0.705;0.503
Jacinto;"Minas Gerais";Sudeste;2010;0.620;0.496;0.807;0.595
Jacuí;"Minas Gerais";Sudeste;1991;0.386;0.157;0.688;0.532
Jacuí;"Minas Gerais";Sudeste;2000;0.556;0.350;0.788;0.622
Jacuí;"Minas Gerais";Sudeste;2010;0.668;0.540;0.810;0.682
Jacutinga;"Minas Gerais";Sudeste;1991;0.514;0.286;0.765;0.620
Jacutinga;"Minas Gerais";Sudeste;2000;0.632;0.421;0.824;0.726
Jacutinga;"Minas Gerais";Sudeste;2010;0.715;0.586;0.864;0.722
Jaguaraçu;"Minas Gerais";Sudeste;1991;0.426;0.214;0.706;0.512
Jaguaraçu;"Minas Gerais";Sudeste;2000;0.561;0.390;0.796;0.569
Jaguaraçu;"Minas Gerais";Sudeste;2010;0.679;0.548;0.856;0.667
Jaíba;"Minas Gerais";Sudeste;1991;0.288;0.087;0.612;0.450
Jaíba;"Minas Gerais";Sudeste;2000;0.467;0.269;0.698;0.541
Jaíba;"Minas Gerais";Sudeste;2010;0.638;0.531;0.789;0.619
Jampruca;"Minas Gerais";Sudeste;1991;0.342;0.141;0.575;0.494
Jampruca;"Minas Gerais";Sudeste;2000;0.469;0.298;0.676;0.511
Jampruca;"Minas Gerais";Sudeste;2010;0.609;0.479;0.781;0.605
Janaúba;"Minas Gerais";Sudeste;1991;0.429;0.218;0.684;0.530
Janaúba;"Minas Gerais";Sudeste;2000;0.580;0.450;0.743;0.585
Janaúba;"Minas Gerais";Sudeste;2010;0.696;0.649;0.796;0.654
Januária;"Minas Gerais";Sudeste;1991;0.391;0.180;0.652;0.509
Januária;"Minas Gerais";Sudeste;2000;0.541;0.389;0.749;0.543
Januária;"Minas Gerais";Sudeste;2010;0.658;0.568;0.820;0.611
Japaraíba;"Minas Gerais";Sudeste;1991;0.386;0.170;0.653;0.519
Japaraíba;"Minas Gerais";Sudeste;2000;0.644;0.566;0.750;0.628
Japaraíba;"Minas Gerais";Sudeste;2010;0.721;0.656;0.844;0.677
Japonvar;"Minas Gerais";Sudeste;1991;0.224;0.047;0.645;0.373
Japonvar;"Minas Gerais";Sudeste;2000;0.424;0.259;0.697;0.423
Japonvar;"Minas Gerais";Sudeste;2010;0.608;0.514;0.786;0.556
Jeceaba;"Minas Gerais";Sudeste;1991;0.345;0.126;0.673;0.485
Jeceaba;"Minas Gerais";Sudeste;2000;0.534;0.343;0.765;0.579
Jeceaba;"Minas Gerais";Sudeste;2010;0.661;0.544;0.844;0.629
"Jenipapo de Minas";"Minas Gerais";Sudeste;1991;0.272;0.084;0.585;0.411
"Jenipapo de Minas";"Minas Gerais";Sudeste;2000;0.445;0.253;0.693;0.504
"Jenipapo de Minas";"Minas Gerais";Sudeste;2010;0.624;0.520;0.793;0.588
Jequeri;"Minas Gerais";Sudeste;1991;0.323;0.111;0.654;0.463
Jequeri;"Minas Gerais";Sudeste;2000;0.469;0.284;0.689;0.526
Jequeri;"Minas Gerais";Sudeste;2010;0.601;0.451;0.794;0.607
Jequitaí;"Minas Gerais";Sudeste;1991;0.351;0.129;0.695;0.484
Jequitaí;"Minas Gerais";Sudeste;2000;0.515;0.341;0.757;0.528
Jequitaí;"Minas Gerais";Sudeste;2010;0.643;0.552;0.797;0.605
Jequitibá;"Minas Gerais";Sudeste;1991;0.337;0.116;0.707;0.467
Jequitibá;"Minas Gerais";Sudeste;2000;0.494;0.264;0.771;0.591
Jequitibá;"Minas Gerais";Sudeste;2010;0.689;0.492;0.854;0.777
Jequitinhonha;"Minas Gerais";Sudeste;1991;0.350;0.131;0.682;0.481
Jequitinhonha;"Minas Gerais";Sudeste;2000;0.513;0.331;0.738;0.552
Jequitinhonha;"Minas Gerais";Sudeste;2010;0.615;0.461;0.817;0.619
Jesuânia;"Minas Gerais";Sudeste;1991;0.375;0.142;0.719;0.515
Jesuânia;"Minas Gerais";Sudeste;2000;0.590;0.424;0.776;0.625
Jesuânia;"Minas Gerais";Sudeste;2010;0.658;0.507;0.831;0.675
Joaíma;"Minas Gerais";Sudeste;1991;0.294;0.082;0.603;0.512
Joaíma;"Minas Gerais";Sudeste;2000;0.442;0.228;0.697;0.545
Joaíma;"Minas Gerais";Sudeste;2010;0.587;0.448;0.789;0.572
Joanésia;"Minas Gerais";Sudeste;1991;0.313;0.106;0.675;0.430
Joanésia;"Minas Gerais";Sudeste;2000;0.481;0.286;0.711;0.546
Joanésia;"Minas Gerais";Sudeste;2010;0.626;0.495;0.803;0.616
"João Monlevade";"Minas Gerais";Sudeste;1991;0.548;0.374;0.722;0.610
"João Monlevade";"Minas Gerais";Sudeste;2000;0.672;0.558;0.827;0.657
"João Monlevade";"Minas Gerais";Sudeste;2010;0.758;0.708;0.849;0.724
"João Pinheiro";"Minas Gerais";Sudeste;1991;0.419;0.192;0.680;0.564
"João Pinheiro";"Minas Gerais";Sudeste;2000;0.581;0.406;0.774;0.624
"João Pinheiro";"Minas Gerais";Sudeste;2010;0.697;0.630;0.788;0.683
"Joaquim Felício";"Minas Gerais";Sudeste;1991;0.326;0.117;0.636;0.464
"Joaquim Felício";"Minas Gerais";Sudeste;2000;0.525;0.349;0.720;0.576
"Joaquim Felício";"Minas Gerais";Sudeste;2010;0.637;0.489;0.824;0.642
Jordânia;"Minas Gerais";Sudeste;1991;0.372;0.158;0.637;0.510
Jordânia;"Minas Gerais";Sudeste;2000;0.479;0.295;0.711;0.523
Jordânia;"Minas Gerais";Sudeste;2010;0.628;0.506;0.797;0.613
"José Gonçalves de Minas";"Minas Gerais";Sudeste;1991;0.233;0.048;0.605;0.438
"José Gonçalves de Minas";"Minas Gerais";Sudeste;2000;0.463;0.272;0.693;0.527
"José Gonçalves de Minas";"Minas Gerais";Sudeste;2010;0.632;0.553;0.764;0.597
"José Raydan";"Minas Gerais";Sudeste;1991;0.285;0.091;0.606;0.419
"José Raydan";"Minas Gerais";Sudeste;2000;0.445;0.249;0.702;0.505
"José Raydan";"Minas Gerais";Sudeste;2010;0.617;0.493;0.799;0.596
Josenópolis;"Minas Gerais";Sudeste;1991;0.221;0.039;0.651;0.424
Josenópolis;"Minas Gerais";Sudeste;2000;0.384;0.167;0.725;0.467
Josenópolis;"Minas Gerais";Sudeste;2010;0.564;0.424;0.782;0.541
"Nova União";"Minas Gerais";Sudeste;1991;0.376;0.171;0.646;0.480
"Nova União";"Minas Gerais";Sudeste;2000;0.551;0.378;0.742;0.598
"Nova União";"Minas Gerais";Sudeste;2010;0.662;0.568;0.818;0.624
Juatuba;"Minas Gerais";Sudeste;1991;0.397;0.180;0.651;0.534
Juatuba;"Minas Gerais";Sudeste;2000;0.614;0.500;0.748;0.619
Juatuba;"Minas Gerais";Sudeste;2010;0.717;0.649;0.849;0.670
"Juiz de Fora";"Minas Gerais";Sudeste;1991;0.594;0.420;0.717;0.696
"Juiz de Fora";"Minas Gerais";Sudeste;2000;0.703;0.594;0.784;0.746
"Juiz de Fora";"Minas Gerais";Sudeste;2010;0.778;0.711;0.844;0.784
Juramento;"Minas Gerais";Sudeste;1991;0.372;0.182;0.613;0.463
Juramento;"Minas Gerais";Sudeste;2000;0.535;0.423;0.701;0.515
Juramento;"Minas Gerais";Sudeste;2010;0.669;0.617;0.808;0.601
Juruaia;"Minas Gerais";Sudeste;1991;0.371;0.130;0.741;0.530
Juruaia;"Minas Gerais";Sudeste;2000;0.576;0.370;0.788;0.657
Juruaia;"Minas Gerais";Sudeste;2010;0.723;0.553;0.860;0.794
Juvenília;"Minas Gerais";Sudeste;1991;0.260;0.075;0.589;0.396
Juvenília;"Minas Gerais";Sudeste;2000;0.455;0.307;0.673;0.455
Juvenília;"Minas Gerais";Sudeste;2010;0.592;0.501;0.776;0.535
Ladainha;"Minas Gerais";Sudeste;1991;0.244;0.062;0.598;0.391
Ladainha;"Minas Gerais";Sudeste;2000;0.395;0.197;0.679;0.461
Ladainha;"Minas Gerais";Sudeste;2010;0.541;0.391;0.754;0.537
Lagamar;"Minas Gerais";Sudeste;1991;0.433;0.221;0.680;0.542
Lagamar;"Minas Gerais";Sudeste;2000;0.610;0.504;0.737;0.612
Lagamar;"Minas Gerais";Sudeste;2010;0.718;0.637;0.839;0.692
"Lagoa da Prata";"Minas Gerais";Sudeste;1991;0.479;0.283;0.675;0.574
"Lagoa da Prata";"Minas Gerais";Sudeste;2000;0.623;0.488;0.749;0.663
"Lagoa da Prata";"Minas Gerais";Sudeste;2010;0.732;0.655;0.832;0.720
"Lagoa dos Patos";"Minas Gerais";Sudeste;1991;0.329;0.115;0.610;0.509
"Lagoa dos Patos";"Minas Gerais";Sudeste;2000;0.487;0.335;0.705;0.489
"Lagoa dos Patos";"Minas Gerais";Sudeste;2010;0.634;0.556;0.773;0.593
"Lagoa Dourada";"Minas Gerais";Sudeste;1991;0.354;0.120;0.715;0.515
"Lagoa Dourada";"Minas Gerais";Sudeste;2000;0.527;0.334;0.746;0.587
"Lagoa Dourada";"Minas Gerais";Sudeste;2010;0.676;0.554;0.828;0.672
"Lagoa Formosa";"Minas Gerais";Sudeste;1991;0.438;0.196;0.744;0.578
"Lagoa Formosa";"Minas Gerais";Sudeste;2000;0.590;0.409;0.795;0.633
"Lagoa Formosa";"Minas Gerais";Sudeste;2010;0.703;0.582;0.832;0.717
"Lagoa Grande";"Minas Gerais";Sudeste;1991;0.333;0.114;0.663;0.487
"Lagoa Grande";"Minas Gerais";Sudeste;2000;0.571;0.410;0.735;0.619
"Lagoa Grande";"Minas Gerais";Sudeste;2010;0.679;0.568;0.812;0.678
"Lagoa Santa";"Minas Gerais";Sudeste;1991;0.511;0.297;0.710;0.632
"Lagoa Santa";"Minas Gerais";Sudeste;2000;0.656;0.540;0.760;0.689
"Lagoa Santa";"Minas Gerais";Sudeste;2010;0.777;0.693;0.857;0.790
Lajinha;"Minas Gerais";Sudeste;1991;0.382;0.155;0.678;0.529
Lajinha;"Minas Gerais";Sudeste;2000;0.525;0.336;0.712;0.604
Lajinha;"Minas Gerais";Sudeste;2010;0.661;0.541;0.810;0.659
Lambari;"Minas Gerais";Sudeste;1991;0.458;0.233;0.719;0.575
Lambari;"Minas Gerais";Sudeste;2000;0.627;0.455;0.797;0.680
Lambari;"Minas Gerais";Sudeste;2010;0.711;0.596;0.871;0.693
Lamim;"Minas Gerais";Sudeste;1991;0.352;0.156;0.643;0.433
Lamim;"Minas Gerais";Sudeste;2000;0.496;0.318;0.723;0.532
Lamim;"Minas Gerais";Sudeste;2010;0.655;0.546;0.828;0.623
Laranjal;"Minas Gerais";Sudeste;1991;0.468;0.272;0.737;0.511
Laranjal;"Minas Gerais";Sudeste;2000;0.615;0.446;0.829;0.630
Laranjal;"Minas Gerais";Sudeste;2010;0.714;0.613;0.857;0.694
Lassance;"Minas Gerais";Sudeste;1991;0.367;0.141;0.695;0.503
Lassance;"Minas Gerais";Sudeste;2000;0.497;0.323;0.725;0.525
Lassance;"Minas Gerais";Sudeste;2010;0.629;0.511;0.795;0.614
Lavras;"Minas Gerais";Sudeste;1991;0.545;0.355;0.709;0.642
Lavras;"Minas Gerais";Sudeste;2000;0.678;0.551;0.790;0.715
Lavras;"Minas Gerais";Sudeste;2010;0.782;0.719;0.880;0.757
"Leandro Ferreira";"Minas Gerais";Sudeste;1991;0.413;0.182;0.697;0.555
"Leandro Ferreira";"Minas Gerais";Sudeste;2000;0.570;0.377;0.787;0.623
"Leandro Ferreira";"Minas Gerais";Sudeste;2010;0.710;0.579;0.875;0.707
"Leme do Prado";"Minas Gerais";Sudeste;1991;0.351;0.133;0.666;0.487
"Leme do Prado";"Minas Gerais";Sudeste;2000;0.511;0.353;0.693;0.547
"Leme do Prado";"Minas Gerais";Sudeste;2010;0.670;0.640;0.779;0.602
Leopoldina;"Minas Gerais";Sudeste;1991;0.489;0.283;0.706;0.584
Leopoldina;"Minas Gerais";Sudeste;2000;0.627;0.475;0.789;0.659
Leopoldina;"Minas Gerais";Sudeste;2010;0.726;0.635;0.867;0.696
Liberdade;"Minas Gerais";Sudeste;1991;0.397;0.157;0.721;0.553
Liberdade;"Minas Gerais";Sudeste;2000;0.561;0.366;0.804;0.600
Liberdade;"Minas Gerais";Sudeste;2010;0.672;0.537;0.834;0.679
"Lima Duarte";"Minas Gerais";Sudeste;1991;0.434;0.205;0.718;0.554
"Lima Duarte";"Minas Gerais";Sudeste;2000;0.584;0.429;0.758;0.614
"Lima Duarte";"Minas Gerais";Sudeste;2010;0.710;0.590;0.861;0.705
"Limeira do Oeste";"Minas Gerais";Sudeste;1991;0.347;0.117;0.700;0.512
"Limeira do Oeste";"Minas Gerais";Sudeste;2000;0.586;0.406;0.799;0.619
"Limeira do Oeste";"Minas Gerais";Sudeste;2010;0.710;0.620;0.834;0.693
Lontra;"Minas Gerais";Sudeste;1991;0.266;0.069;0.651;0.421
Lontra;"Minas Gerais";Sudeste;2000;0.480;0.334;0.701;0.473
Lontra;"Minas Gerais";Sudeste;2010;0.646;0.577;0.794;0.589
Luisburgo;"Minas Gerais";Sudeste;1991;0.282;0.071;0.621;0.507
Luisburgo;"Minas Gerais";Sudeste;2000;0.432;0.183;0.715;0.618
Luisburgo;"Minas Gerais";Sudeste;2010;0.608;0.455;0.809;0.610
Luislândia;"Minas Gerais";Sudeste;1991;0.237;0.058;0.652;0.354
Luislândia;"Minas Gerais";Sudeste;2000;0.428;0.239;0.701;0.467
Luislândia;"Minas Gerais";Sudeste;2010;0.614;0.509;0.799;0.568
Luminárias;"Minas Gerais";Sudeste;1991;0.371;0.137;0.711;0.523
Luminárias;"Minas Gerais";Sudeste;2000;0.594;0.408;0.763;0.674
Luminárias;"Minas Gerais";Sudeste;2010;0.678;0.578;0.821;0.656
Luz;"Minas Gerais";Sudeste;1991;0.511;0.279;0.711;0.674
Luz;"Minas Gerais";Sudeste;2000;0.662;0.515;0.772;0.729
Luz;"Minas Gerais";Sudeste;2010;0.724;0.630;0.833;0.723
Machacalis;"Minas Gerais";Sudeste;1991;0.376;0.186;0.585;0.490
Machacalis;"Minas Gerais";Sudeste;2000;0.475;0.315;0.678;0.503
Machacalis;"Minas Gerais";Sudeste;2010;0.640;0.552;0.783;0.607
Machado;"Minas Gerais";Sudeste;1991;0.482;0.251;0.710;0.627
Machado;"Minas Gerais";Sudeste;2000;0.630;0.456;0.785;0.700
Machado;"Minas Gerais";Sudeste;2010;0.715;0.600;0.848;0.719
"Madre de Deus de Minas";"Minas Gerais";Sudeste;1991;0.452;0.263;0.659;0.533
"Madre de Deus de Minas";"Minas Gerais";Sudeste;2000;0.594;0.481;0.751;0.580
"Madre de Deus de Minas";"Minas Gerais";Sudeste;2010;0.699;0.598;0.856;0.667
Malacacheta;"Minas Gerais";Sudeste;1991;0.321;0.117;0.630;0.447
Malacacheta;"Minas Gerais";Sudeste;2000;0.482;0.297;0.690;0.548
Malacacheta;"Minas Gerais";Sudeste;2010;0.618;0.505;0.768;0.609
Mamonas;"Minas Gerais";Sudeste;1991;0.241;0.057;0.628;0.393
Mamonas;"Minas Gerais";Sudeste;2000;0.440;0.247;0.689;0.501
Mamonas;"Minas Gerais";Sudeste;2010;0.618;0.537;0.779;0.565
Manga;"Minas Gerais";Sudeste;1991;0.364;0.139;0.612;0.565
Manga;"Minas Gerais";Sudeste;2000;0.493;0.290;0.698;0.593
Manga;"Minas Gerais";Sudeste;2010;0.642;0.530;0.799;0.624
Manhuaçu;"Minas Gerais";Sudeste;1991;0.447;0.215;0.706;0.589
Manhuaçu;"Minas Gerais";Sudeste;2000;0.610;0.416;0.806;0.678
Manhuaçu;"Minas Gerais";Sudeste;2010;0.689;0.563;0.839;0.692
Manhumirim;"Minas Gerais";Sudeste;1991;0.470;0.263;0.678;0.581
Manhumirim;"Minas Gerais";Sudeste;2000;0.571;0.396;0.745;0.632
Manhumirim;"Minas Gerais";Sudeste;2010;0.697;0.589;0.846;0.679
Mantena;"Minas Gerais";Sudeste;1991;0.421;0.205;0.670;0.545
Mantena;"Minas Gerais";Sudeste;2000;0.570;0.388;0.726;0.659
Mantena;"Minas Gerais";Sudeste;2010;0.675;0.575;0.803;0.666
Maravilhas;"Minas Gerais";Sudeste;1991;0.444;0.211;0.684;0.606
Maravilhas;"Minas Gerais";Sudeste;2000;0.561;0.390;0.770;0.587
Maravilhas;"Minas Gerais";Sudeste;2010;0.672;0.558;0.845;0.645
"Mar de Espanha";"Minas Gerais";Sudeste;1991;0.475;0.281;0.687;0.556
"Mar de Espanha";"Minas Gerais";Sudeste;2000;0.616;0.488;0.735;0.651
"Mar de Espanha";"Minas Gerais";Sudeste;2010;0.684;0.558;0.825;0.694
"Maria da Fé";"Minas Gerais";Sudeste;1991;0.398;0.172;0.651;0.565
"Maria da Fé";"Minas Gerais";Sudeste;2000;0.572;0.409;0.737;0.620
"Maria da Fé";"Minas Gerais";Sudeste;2010;0.702;0.637;0.842;0.646
Mariana;"Minas Gerais";Sudeste;1991;0.493;0.279;0.722;0.596
Mariana;"Minas Gerais";Sudeste;2000;0.620;0.474;0.787;0.638
Mariana;"Minas Gerais";Sudeste;2010;0.742;0.664;0.874;0.705
Marilac;"Minas Gerais";Sudeste;1991;0.351;0.161;0.588;0.456
Marilac;"Minas Gerais";Sudeste;2000;0.465;0.274;0.695;0.528
Marilac;"Minas Gerais";Sudeste;2010;0.615;0.488;0.781;0.609
"Mário Campos";"Minas Gerais";Sudeste;1991;0.355;0.129;0.657;0.527
"Mário Campos";"Minas Gerais";Sudeste;2000;0.545;0.367;0.737;0.599
"Mário Campos";"Minas Gerais";Sudeste;2010;0.699;0.604;0.833;0.680
"Maripá de Minas";"Minas Gerais";Sudeste;1991;0.468;0.279;0.664;0.555
"Maripá de Minas";"Minas Gerais";Sudeste;2000;0.567;0.362;0.760;0.664
"Maripá de Minas";"Minas Gerais";Sudeste;2010;0.680;0.555;0.847;0.668
Marliéria;"Minas Gerais";Sudeste;1991;0.415;0.221;0.687;0.470
Marliéria;"Minas Gerais";Sudeste;2000;0.554;0.381;0.750;0.595
Marliéria;"Minas Gerais";Sudeste;2010;0.657;0.537;0.838;0.629
Marmelópolis;"Minas Gerais";Sudeste;1991;0.342;0.128;0.651;0.480
Marmelópolis;"Minas Gerais";Sudeste;2000;0.523;0.334;0.746;0.574
Marmelópolis;"Minas Gerais";Sudeste;2010;0.650;0.553;0.806;0.615
"Martinho Campos";"Minas Gerais";Sudeste;1991;0.415;0.183;0.702;0.557
"Martinho Campos";"Minas Gerais";Sudeste;2000;0.585;0.412;0.749;0.648
"Martinho Campos";"Minas Gerais";Sudeste;2010;0.669;0.515;0.844;0.688
"Martins Soares";"Minas Gerais";Sudeste;1991;0.373;0.142;0.720;0.508
"Martins Soares";"Minas Gerais";Sudeste;2000;0.539;0.347;0.745;0.607
"Martins Soares";"Minas Gerais";Sudeste;2010;0.635;0.512;0.809;0.619
"Mata Verde";"Minas Gerais";Sudeste;1991;0.237;0.056;0.553;0.428
"Mata Verde";"Minas Gerais";Sudeste;2000;0.440;0.244;0.653;0.536
"Mata Verde";"Minas Gerais";Sudeste;2010;0.581;0.450;0.749;0.581
Materlândia;"Minas Gerais";Sudeste;1991;0.349;0.149;0.588;0.485
Materlândia;"Minas Gerais";Sudeste;2000;0.461;0.287;0.696;0.489
Materlândia;"Minas Gerais";Sudeste;2010;0.597;0.497;0.769;0.557
"Mateus Leme";"Minas Gerais";Sudeste;1991;0.464;0.264;0.654;0.577
"Mateus Leme";"Minas Gerais";Sudeste;2000;0.605;0.456;0.757;0.641
"Mateus Leme";"Minas Gerais";Sudeste;2010;0.704;0.604;0.839;0.688
"Matias Barbosa";"Minas Gerais";Sudeste;1991;0.482;0.263;0.710;0.599
"Matias Barbosa";"Minas Gerais";Sudeste;2000;0.628;0.476;0.805;0.647
"Matias Barbosa";"Minas Gerais";Sudeste;2010;0.720;0.616;0.862;0.703
"Matias Cardoso";"Minas Gerais";Sudeste;1991;0.242;0.057;0.612;0.407
"Matias Cardoso";"Minas Gerais";Sudeste;2000;0.429;0.249;0.715;0.445
"Matias Cardoso";"Minas Gerais";Sudeste;2010;0.616;0.501;0.799;0.584
Matipó;"Minas Gerais";Sudeste;1991;0.358;0.144;0.618;0.517
Matipó;"Minas Gerais";Sudeste;2000;0.503;0.298;0.709;0.601
Matipó;"Minas Gerais";Sudeste;2010;0.631;0.511;0.780;0.630
"Mato Verde";"Minas Gerais";Sudeste;1991;0.351;0.138;0.649;0.481
"Mato Verde";"Minas Gerais";Sudeste;2000;0.505;0.339;0.717;0.531
"Mato Verde";"Minas Gerais";Sudeste;2010;0.662;0.610;0.789;0.604
Matozinhos;"Minas Gerais";Sudeste;1991;0.480;0.272;0.726;0.560
Matozinhos;"Minas Gerais";Sudeste;2000;0.647;0.535;0.776;0.653
Matozinhos;"Minas Gerais";Sudeste;2010;0.731;0.654;0.864;0.690
Matutina;"Minas Gerais";Sudeste;1991;0.481;0.255;0.710;0.614
Matutina;"Minas Gerais";Sudeste;2000;0.585;0.382;0.799;0.655
Matutina;"Minas Gerais";Sudeste;2010;0.707;0.552;0.859;0.744
Medeiros;"Minas Gerais";Sudeste;1991;0.466;0.219;0.727;0.634
Medeiros;"Minas Gerais";Sudeste;2000;0.611;0.398;0.818;0.701
Medeiros;"Minas Gerais";Sudeste;2010;0.711;0.584;0.851;0.722
Medina;"Minas Gerais";Sudeste;1991;0.326;0.117;0.625;0.473
Medina;"Minas Gerais";Sudeste;2000;0.477;0.299;0.720;0.505
Medina;"Minas Gerais";Sudeste;2010;0.624;0.475;0.821;0.624
"Mendes Pimentel";"Minas Gerais";Sudeste;1991;0.348;0.125;0.676;0.497
"Mendes Pimentel";"Minas Gerais";Sudeste;2000;0.448;0.229;0.715;0.549
"Mendes Pimentel";"Minas Gerais";Sudeste;2010;0.626;0.518;0.768;0.617
Mercês;"Minas Gerais";Sudeste;1991;0.374;0.158;0.665;0.497
Mercês;"Minas Gerais";Sudeste;2000;0.529;0.332;0.759;0.586
Mercês;"Minas Gerais";Sudeste;2010;0.664;0.515;0.831;0.683
Mesquita;"Minas Gerais";Sudeste;1991;0.320;0.110;0.622;0.480
Mesquita;"Minas Gerais";Sudeste;2000;0.528;0.356;0.711;0.582
Mesquita;"Minas Gerais";Sudeste;2010;0.656;0.555;0.796;0.638
"Minas Novas";"Minas Gerais";Sudeste;1991;0.282;0.081;0.666;0.417
"Minas Novas";"Minas Gerais";Sudeste;2000;0.421;0.219;0.702;0.485
"Minas Novas";"Minas Gerais";Sudeste;2010;0.633;0.528;0.802;0.600
Minduri;"Minas Gerais";Sudeste;1991;0.411;0.196;0.688;0.514
Minduri;"Minas Gerais";Sudeste;2000;0.589;0.420;0.778;0.626
Minduri;"Minas Gerais";Sudeste;2010;0.658;0.560;0.805;0.631
Mirabela;"Minas Gerais";Sudeste;1991;0.363;0.149;0.651;0.494
Mirabela;"Minas Gerais";Sudeste;2000;0.515;0.374;0.701;0.520
Mirabela;"Minas Gerais";Sudeste;2010;0.665;0.622;0.794;0.596
Miradouro;"Minas Gerais";Sudeste;1991;0.332;0.114;0.659;0.486
Miradouro;"Minas Gerais";Sudeste;2000;0.525;0.334;0.739;0.587
Miradouro;"Minas Gerais";Sudeste;2010;0.663;0.546;0.827;0.645
