Name;State;Region;Ano;IDHM;"IDHM Educacao";"IDHM Longividade";"IDHM Renda"
Durandé;"Minas Gerais";Sudeste;1991;0.318;0.114;0.659;0.428
Durandé;"Minas Gerais";Sudeste;2000;0.505;0.285;0.750;0.602
Durandé;"Minas Gerais";Sudeste;2010;0.645;0.508;0.842;0.626
"Elói Mendes";"Minas Gerais";Sudeste;1991;0.488;0.260;0.717;0.623
"Elói Mendes";"Minas Gerais";Sudeste;2000;0.618;0.438;0.796;0.677
"Elói Mendes";"Minas Gerais";Sudeste;2010;0.685;0.558;0.838;0.688
"Engenheiro Caldas";"Minas Gerais";Sudeste;1991;0.416;0.210;0.651;0.527
"Engenheiro Caldas";"Minas Gerais";Sudeste;2000;0.547;0.410;0.715;0.559
"Engenheiro Caldas";"Minas Gerais";Sudeste;2010;0.644;0.518;0.815;0.632
"Engenheiro Navarro";"Minas Gerais";Sudeste;1991;0.365;0.145;0.688;0.486
"Engenheiro Navarro";"Minas Gerais";Sudeste;2000;0.481;0.295;0.749;0.505
"Engenheiro Navarro";"Minas Gerais";Sudeste;2010;0.655;0.594;0.791;0.599
"Entre Folhas";"Minas Gerais";Sudeste;1991;0.331;0.122;0.695;0.427
"Entre Folhas";"Minas Gerais";Sudeste;2000;0.517;0.336;0.751;0.547
"Entre Folhas";"Minas Gerais";Sudeste;2010;0.634;0.521;0.792;0.617
"Entre Rios de Minas";"Minas Gerais";Sudeste;1991;0.386;0.162;0.706;0.504
"Entre Rios de Minas";"Minas Gerais";Sudeste;2000;0.569;0.394;0.761;0.614
"Entre Rios de Minas";"Minas Gerais";Sudeste;2010;0.672;0.563;0.802;0.673
Ervália;"Minas Gerais";Sudeste;1991;0.375;0.167;0.662;0.476
Ervália;"Minas Gerais";Sudeste;2000;0.516;0.315;0.724;0.602
Ervália;"Minas Gerais";Sudeste;2010;0.625;0.460;0.828;0.640
Esmeraldas;"Minas Gerais";Sudeste;1991;0.380;0.152;0.677;0.534
Esmeraldas;"Minas Gerais";Sudeste;2000;0.538;0.329;0.767;0.616
Esmeraldas;"Minas Gerais";Sudeste;2010;0.671;0.567;0.822;0.649
"Espera Feliz";"Minas Gerais";Sudeste;1991;0.408;0.191;0.659;0.540
"Espera Feliz";"Minas Gerais";Sudeste;2000;0.546;0.358;0.751;0.606
"Espera Feliz";"Minas Gerais";Sudeste;2010;0.663;0.520;0.846;0.663
Espinosa;"Minas Gerais";Sudeste;1991;0.350;0.140;0.649;0.470
Espinosa;"Minas Gerais";Sudeste;2000;0.493;0.324;0.698;0.530
Espinosa;"Minas Gerais";Sudeste;2010;0.627;0.526;0.804;0.582
"Espírito Santo do Dourado";"Minas Gerais";Sudeste;1991;0.443;0.218;0.718;0.554
"Espírito Santo do Dourado";"Minas Gerais";Sudeste;2000;0.582;0.406;0.776;0.625
"Espírito Santo do Dourado";"Minas Gerais";Sudeste;2010;0.685;0.576;0.847;0.660
Estiva;"Minas Gerais";Sudeste;1991;0.423;0.173;0.744;0.588
Estiva;"Minas Gerais";Sudeste;2000;0.558;0.340;0.776;0.659
Estiva;"Minas Gerais";Sudeste;2010;0.691;0.573;0.848;0.679
"Estrela Dalva";"Minas Gerais";Sudeste;1991;0.381;0.136;0.687;0.592
"Estrela Dalva";"Minas Gerais";Sudeste;2000;0.592;0.403;0.771;0.668
"Estrela Dalva";"Minas Gerais";Sudeste;2010;0.710;0.574;0.867;0.719
"Estrela do Indaiá";"Minas Gerais";Sudeste;1991;0.472;0.250;0.697;0.603
"Estrela do Indaiá";"Minas Gerais";Sudeste;2000;0.543;0.330;0.787;0.617
"Estrela do Indaiá";"Minas Gerais";Sudeste;2010;0.676;0.521;0.875;0.679
"Estrela do Sul";"Minas Gerais";Sudeste;1991;0.442;0.212;0.728;0.561
"Estrela do Sul";"Minas Gerais";Sudeste;2000;0.581;0.414;0.799;0.593
"Estrela do Sul";"Minas Gerais";Sudeste;2010;0.696;0.579;0.840;0.694
Eugenópolis;"Minas Gerais";Sudeste;1991;0.405;0.184;0.690;0.522
Eugenópolis;"Minas Gerais";Sudeste;2000;0.585;0.414;0.762;0.634
Eugenópolis;"Minas Gerais";Sudeste;2010;0.675;0.551;0.846;0.660
"Ewbank da Câmara";"Minas Gerais";Sudeste;1991;0.413;0.200;0.665;0.531
"Ewbank da Câmara";"Minas Gerais";Sudeste;2000;0.569;0.417;0.759;0.583
"Ewbank da Câmara";"Minas Gerais";Sudeste;2010;0.676;0.601;0.823;0.625
Extrema;"Minas Gerais";Sudeste;1991;0.475;0.241;0.700;0.636
Extrema;"Minas Gerais";Sudeste;2000;0.607;0.434;0.761;0.678
Extrema;"Minas Gerais";Sudeste;2010;0.732;0.633;0.849;0.729
Fama;"Minas Gerais";Sudeste;1991;0.483;0.258;0.710;0.615
Fama;"Minas Gerais";Sudeste;2000;0.619;0.438;0.816;0.664
Fama;"Minas Gerais";Sudeste;2010;0.717;0.610;0.863;0.700
"Faria Lemos";"Minas Gerais";Sudeste;1991;0.415;0.202;0.683;0.518
"Faria Lemos";"Minas Gerais";Sudeste;2000;0.545;0.361;0.723;0.619
"Faria Lemos";"Minas Gerais";Sudeste;2010;0.687;0.598;0.800;0.678
"Felício dos Santos";"Minas Gerais";Sudeste;1991;0.272;0.083;0.668;0.364
"Felício dos Santos";"Minas Gerais";Sudeste;2000;0.461;0.301;0.695;0.467
"Felício dos Santos";"Minas Gerais";Sudeste;2010;0.606;0.494;0.794;0.568
"São Gonçalo do Rio Preto";"Minas Gerais";Sudeste;1991;0.367;0.173;0.637;0.448
"São Gonçalo do Rio Preto";"Minas Gerais";Sudeste;2000;0.537;0.397;0.724;0.538
"São Gonçalo do Rio Preto";"Minas Gerais";Sudeste;2010;0.640;0.542;0.815;0.593
Felisburgo;"Minas Gerais";Sudeste;1991;0.344;0.134;0.650;0.467
Felisburgo;"Minas Gerais";Sudeste;2000;0.461;0.269;0.705;0.516
Felisburgo;"Minas Gerais";Sudeste;2010;0.583;0.462;0.744;0.577
Felixlândia;"Minas Gerais";Sudeste;1991;0.406;0.176;0.673;0.565
Felixlândia;"Minas Gerais";Sudeste;2000;0.534;0.346;0.757;0.581
Felixlândia;"Minas Gerais";Sudeste;2010;0.648;0.514;0.815;0.651
"Fernandes Tourinho";"Minas Gerais";Sudeste;1991;0.339;0.146;0.636;0.419
"Fernandes Tourinho";"Minas Gerais";Sudeste;2000;0.507;0.354;0.720;0.512
"Fernandes Tourinho";"Minas Gerais";Sudeste;2010;0.646;0.550;0.807;0.608
Ferros;"Minas Gerais";Sudeste;1991;0.325;0.098;0.689;0.509
Ferros;"Minas Gerais";Sudeste;2000;0.457;0.240;0.742;0.535
Ferros;"Minas Gerais";Sudeste;2010;0.603;0.428;0.821;0.625
Fervedouro;"Minas Gerais";Sudeste;1991;0.230;0.041;0.683;0.437
Fervedouro;"Minas Gerais";Sudeste;2000;0.451;0.215;0.762;0.560
Fervedouro;"Minas Gerais";Sudeste;2010;0.580;0.420;0.796;0.583
Florestal;"Minas Gerais";Sudeste;1991;0.441;0.190;0.732;0.615
Florestal;"Minas Gerais";Sudeste;2000;0.637;0.495;0.815;0.640
Florestal;"Minas Gerais";Sudeste;2010;0.724;0.617;0.845;0.728
Formiga;"Minas Gerais";Sudeste;1991;0.482;0.251;0.744;0.599
Formiga;"Minas Gerais";Sudeste;2000;0.655;0.513;0.825;0.665
Formiga;"Minas Gerais";Sudeste;2010;0.755;0.676;0.874;0.729
Formoso;"Minas Gerais";Sudeste;1991;0.333;0.107;0.659;0.526
Formoso;"Minas Gerais";Sudeste;2000;0.503;0.291;0.742;0.588
Formoso;"Minas Gerais";Sudeste;2010;0.640;0.510;0.834;0.616
"Fortaleza de Minas";"Minas Gerais";Sudeste;1991;0.422;0.182;0.734;0.561
"Fortaleza de Minas";"Minas Gerais";Sudeste;2000;0.582;0.407;0.792;0.612
"Fortaleza de Minas";"Minas Gerais";Sudeste;2010;0.670;0.546;0.805;0.683
"Fortuna de Minas";"Minas Gerais";Sudeste;1991;0.399;0.182;0.659;0.528
"Fortuna de Minas";"Minas Gerais";Sudeste;2000;0.560;0.402;0.743;0.587
"Fortuna de Minas";"Minas Gerais";Sudeste;2010;0.696;0.613;0.845;0.651
"Francisco Badaró";"Minas Gerais";Sudeste;1991;0.260;0.069;0.666;0.384
"Francisco Badaró";"Minas Gerais";Sudeste;2000;0.473;0.293;0.729;0.497
"Francisco Badaró";"Minas Gerais";Sudeste;2010;0.622;0.527;0.793;0.575
"Francisco Dumont";"Minas Gerais";Sudeste;1991;0.332;0.121;0.603;0.502
"Francisco Dumont";"Minas Gerais";Sudeste;2000;0.444;0.248;0.697;0.508
"Francisco Dumont";"Minas Gerais";Sudeste;2010;0.625;0.513;0.797;0.596
"Francisco Sá";"Minas Gerais";Sudeste;1991;0.358;0.148;0.652;0.476
"Francisco Sá";"Minas Gerais";Sudeste;2000;0.480;0.291;0.733;0.517
"Francisco Sá";"Minas Gerais";Sudeste;2010;0.654;0.572;0.808;0.605
Franciscópolis;"Minas Gerais";Sudeste;1991;0.203;0.032;0.606;0.430
Franciscópolis;"Minas Gerais";Sudeste;2000;0.399;0.211;0.695;0.432
Franciscópolis;"Minas Gerais";Sudeste;2010;0.603;0.471;0.802;0.581
"Frei Gaspar";"Minas Gerais";Sudeste;1991;0.242;0.061;0.624;0.371
"Frei Gaspar";"Minas Gerais";Sudeste;2000;0.401;0.193;0.705;0.475
"Frei Gaspar";"Minas Gerais";Sudeste;2010;0.590;0.452;0.799;0.569
"Frei Inocêncio";"Minas Gerais";Sudeste;1991;0.426;0.229;0.618;0.548
"Frei Inocêncio";"Minas Gerais";Sudeste;2000;0.528;0.353;0.715;0.582
"Frei Inocêncio";"Minas Gerais";Sudeste;2010;0.648;0.559;0.779;0.624
"Frei Lagonegro";"Minas Gerais";Sudeste;1991;0.186;0.028;0.587;0.390
"Frei Lagonegro";"Minas Gerais";Sudeste;2000;0.405;0.233;0.653;0.438
"Frei Lagonegro";"Minas Gerais";Sudeste;2010;0.543;0.412;0.749;0.519
Fronteira;"Minas Gerais";Sudeste;1991;0.492;0.247;0.750;0.644
Fronteira;"Minas Gerais";Sudeste;2000;0.626;0.450;0.816;0.667
Fronteira;"Minas Gerais";Sudeste;2010;0.684;0.530;0.871;0.693
"Fronteira dos Vales";"Minas Gerais";Sudeste;1991;0.328;0.135;0.613;0.425
"Fronteira dos Vales";"Minas Gerais";Sudeste;2000;0.421;0.235;0.723;0.439
"Fronteira dos Vales";"Minas Gerais";Sudeste;2010;0.592;0.460;0.813;0.556
"Fruta de Leite";"Minas Gerais";Sudeste;1991;0.179;0.025;0.633;0.361
"Fruta de Leite";"Minas Gerais";Sudeste;2000;0.349;0.145;0.701;0.418
"Fruta de Leite";"Minas Gerais";Sudeste;2010;0.544;0.370;0.792;0.548
Frutal;"Minas Gerais";Sudeste;1991;0.516;0.280;0.754;0.650
Frutal;"Minas Gerais";Sudeste;2000;0.643;0.462;0.830;0.692
Frutal;"Minas Gerais";Sudeste;2010;0.730;0.615;0.865;0.730
Funilândia;"Minas Gerais";Sudeste;1991;0.414;0.185;0.660;0.580
Funilândia;"Minas Gerais";Sudeste;2000;0.546;0.365;0.750;0.595
Funilândia;"Minas Gerais";Sudeste;2010;0.655;0.545;0.844;0.612
Galiléia;"Minas Gerais";Sudeste;1991;0.370;0.157;0.618;0.522
Galiléia;"Minas Gerais";Sudeste;2000;0.531;0.361;0.715;0.580
Galiléia;"Minas Gerais";Sudeste;2010;0.654;0.546;0.795;0.645
Gameleiras;"Minas Gerais";Sudeste;1991;0.293;0.101;0.612;0.407
Gameleiras;"Minas Gerais";Sudeste;2000;0.461;0.310;0.715;0.441
Gameleiras;"Minas Gerais";Sudeste;2010;0.650;0.618;0.796;0.559
Glaucilândia;"Minas Gerais";Sudeste;1991;0.340;0.134;0.652;0.451
Glaucilândia;"Minas Gerais";Sudeste;2000;0.548;0.436;0.733;0.516
Glaucilândia;"Minas Gerais";Sudeste;2010;0.679;0.667;0.812;0.579
Goiabeira;"Minas Gerais";Sudeste;1991;0.342;0.145;0.592;0.468
Goiabeira;"Minas Gerais";Sudeste;2000;0.529;0.385;0.713;0.538
Goiabeira;"Minas Gerais";Sudeste;2010;0.647;0.539;0.799;0.628
Goianá;"Minas Gerais";Sudeste;1991;0.424;0.221;0.667;0.516
Goianá;"Minas Gerais";Sudeste;2000;0.612;0.488;0.747;0.629
Goianá;"Minas Gerais";Sudeste;2010;0.716;0.644;0.835;0.682
Gonçalves;"Minas Gerais";Sudeste;1991;0.399;0.155;0.717;0.572
Gonçalves;"Minas Gerais";Sudeste;2000;0.574;0.375;0.801;0.628
Gonçalves;"Minas Gerais";Sudeste;2010;0.683;0.570;0.833;0.671
Gonzaga;"Minas Gerais";Sudeste;1991;0.285;0.086;0.606;0.446
Gonzaga;"Minas Gerais";Sudeste;2000;0.436;0.250;0.696;0.475
Gonzaga;"Minas Gerais";Sudeste;2010;0.606;0.516;0.774;0.558
Gouveia;"Minas Gerais";Sudeste;1991;0.405;0.188;0.686;0.517
Gouveia;"Minas Gerais";Sudeste;2000;0.515;0.312;0.764;0.572
Gouveia;"Minas Gerais";Sudeste;2010;0.681;0.609;0.833;0.622
"Governador Valadares";"Minas Gerais";Sudeste;1991;0.508;0.294;0.701;0.637
"Governador Valadares";"Minas Gerais";Sudeste;2000;0.635;0.484;0.757;0.699
"Governador Valadares";"Minas Gerais";Sudeste;2010;0.727;0.644;0.834;0.714
"Grão Mogol";"Minas Gerais";Sudeste;1991;0.323;0.095;0.716;0.496
"Grão Mogol";"Minas Gerais";Sudeste;2000;0.465;0.260;0.747;0.519
"Grão Mogol";"Minas Gerais";Sudeste;2010;0.604;0.482;0.791;0.579
Grupiara;"Minas Gerais";Sudeste;1991;0.505;0.312;0.728;0.567
Grupiara;"Minas Gerais";Sudeste;2000;0.648;0.575;0.799;0.592
Grupiara;"Minas Gerais";Sudeste;2010;0.731;0.682;0.844;0.679
Guanhães;"Minas Gerais";Sudeste;1991;0.391;0.172;0.657;0.528
Guanhães;"Minas Gerais";Sudeste;2000;0.556;0.401;0.715;0.598
Guanhães;"Minas Gerais";Sudeste;2010;0.686;0.576;0.820;0.683
Guapé;"Minas Gerais";Sudeste;1991;0.394;0.158;0.717;0.540
Guapé;"Minas Gerais";Sudeste;2000;0.580;0.402;0.788;0.617
Guapé;"Minas Gerais";Sudeste;2010;0.679;0.570;0.831;0.661
Guaraciaba;"Minas Gerais";Sudeste;1991;0.285;0.087;0.617;0.433
Guaraciaba;"Minas Gerais";Sudeste;2000;0.473;0.284;0.689;0.540
Guaraciaba;"Minas Gerais";Sudeste;2010;0.623;0.493;0.794;0.618
Guaraciama;"Minas Gerais";Sudeste;1991;0.314;0.109;0.688;0.411
Guaraciama;"Minas Gerais";Sudeste;2000;0.488;0.315;0.741;0.498
Guaraciama;"Minas Gerais";Sudeste;2010;0.677;0.655;0.807;0.586
Guaranésia;"Minas Gerais";Sudeste;1991;0.447;0.209;0.733;0.584
Guaranésia;"Minas Gerais";Sudeste;2000;0.599;0.409;0.782;0.673
Guaranésia;"Minas Gerais";Sudeste;2010;0.701;0.589;0.845;0.693
Guarani;"Minas Gerais";Sudeste;1991;0.447;0.223;0.715;0.562
Guarani;"Minas Gerais";Sudeste;2000;0.567;0.366;0.808;0.617
Guarani;"Minas Gerais";Sudeste;2010;0.677;0.533;0.849;0.685
Guarará;"Minas Gerais";Sudeste;1991;0.456;0.259;0.664;0.550
Guarará;"Minas Gerais";Sudeste;2000;0.571;0.376;0.760;0.653
Guarará;"Minas Gerais";Sudeste;2010;0.652;0.532;0.802;0.650
Guarda-Mor;"Minas Gerais";Sudeste;1991;0.415;0.172;0.680;0.612
Guarda-Mor;"Minas Gerais";Sudeste;2000;0.580;0.410;0.736;0.645
Guarda-Mor;"Minas Gerais";Sudeste;2010;0.690;0.558;0.829;0.709
Guaxupé;"Minas Gerais";Sudeste;1991;0.532;0.307;0.758;0.647
Guaxupé;"Minas Gerais";Sudeste;2000;0.652;0.495;0.811;0.692
Guaxupé;"Minas Gerais";Sudeste;2010;0.751;0.659;0.880;0.729
Guidoval;"Minas Gerais";Sudeste;1991;0.423;0.214;0.665;0.531
Guidoval;"Minas Gerais";Sudeste;2000;0.562;0.366;0.759;0.639
Guidoval;"Minas Gerais";Sudeste;2010;0.683;0.569;0.837;0.669
Guimarânia;"Minas Gerais";Sudeste;1991;0.521;0.317;0.744;0.599
Guimarânia;"Minas Gerais";Sudeste;2000;0.613;0.439;0.810;0.649
Guimarânia;"Minas Gerais";Sudeste;2010;0.693;0.592;0.825;0.681
Guiricema;"Minas Gerais";Sudeste;1991;0.359;0.132;0.714;0.492
Guiricema;"Minas Gerais";Sudeste;2000;0.523;0.322;0.782;0.569
Guiricema;"Minas Gerais";Sudeste;2010;0.674;0.576;0.812;0.654
Gurinhatã;"Minas Gerais";Sudeste;1991;0.398;0.155;0.729;0.559
Gurinhatã;"Minas Gerais";Sudeste;2000;0.587;0.401;0.787;0.642
Gurinhatã;"Minas Gerais";Sudeste;2010;0.680;0.525;0.865;0.691
Heliodora;"Minas Gerais";Sudeste;1991;0.389;0.160;0.698;0.528
Heliodora;"Minas Gerais";Sudeste;2000;0.568;0.382;0.765;0.628
Heliodora;"Minas Gerais";Sudeste;2010;0.657;0.527;0.822;0.656
Iapu;"Minas Gerais";Sudeste;1991;0.341;0.109;0.712;0.513
Iapu;"Minas Gerais";Sudeste;2000;0.521;0.338;0.751;0.557
Iapu;"Minas Gerais";Sudeste;2010;0.654;0.535;0.819;0.639
Ibertioga;"Minas Gerais";Sudeste;1991;0.363;0.124;0.708;0.547
Ibertioga;"Minas Gerais";Sudeste;2000;0.525;0.334;0.766;0.567
Ibertioga;"Minas Gerais";Sudeste;2010;0.657;0.560;0.834;0.606
Ibiá;"Minas Gerais";Sudeste;1991;0.513;0.313;0.721;0.597
Ibiá;"Minas Gerais";Sudeste;2000;0.650;0.471;0.791;0.736
Ibiá;"Minas Gerais";Sudeste;2010;0.718;0.573;0.877;0.736
Ibiaí;"Minas Gerais";Sudeste;1991;0.296;0.083;0.695;0.451
Ibiaí;"Minas Gerais";Sudeste;2000;0.498;0.332;0.749;0.498
Ibiaí;"Minas Gerais";Sudeste;2010;0.614;0.516;0.795;0.565
Ibiracatu;"Minas Gerais";Sudeste;1991;0.292;0.091;0.621;0.440
Ibiracatu;"Minas Gerais";Sudeste;2000;0.399;0.216;0.697;0.423
Ibiracatu;"Minas Gerais";Sudeste;2010;0.591;0.489;0.786;0.537
Ibiraci;"Minas Gerais";Sudeste;1991;0.440;0.196;0.706;0.614
Ibiraci;"Minas Gerais";Sudeste;2000;0.591;0.394;0.795;0.659
Ibiraci;"Minas Gerais";Sudeste;2010;0.706;0.591;0.855;0.696
Ibirité;"Minas Gerais";Sudeste;1991;0.390;0.164;0.676;0.536
Ibirité;"Minas Gerais";Sudeste;2000;0.562;0.409;0.741;0.586
Ibirité;"Minas Gerais";Sudeste;2010;0.704;0.616;0.840;0.673
"Ibitiúra de Minas";"Minas Gerais";Sudeste;1991;0.432;0.184;0.731;0.598
"Ibitiúra de Minas";"Minas Gerais";Sudeste;2000;0.615;0.443;0.790;0.665
"Ibitiúra de Minas";"Minas Gerais";Sudeste;2010;0.674;0.579;0.802;0.658
Ibituruna;"Minas Gerais";Sudeste;1991;0.486;0.299;0.680;0.564
Ibituruna;"Minas Gerais";Sudeste;2000;0.580;0.466;0.715;0.587
Ibituruna;"Minas Gerais";Sudeste;2010;0.675;0.584;0.823;0.639
"Icaraí de Minas";"Minas Gerais";Sudeste;1991;0.277;0.071;0.682;0.441
"Icaraí de Minas";"Minas Gerais";Sudeste;2000;0.460;0.290;0.734;0.456
"Icaraí de Minas";"Minas Gerais";Sudeste;2010;0.624;0.533;0.799;0.570
Igarapé;"Minas Gerais";Sudeste;1991;0.399;0.153;0.721;0.577
Igarapé;"Minas Gerais";Sudeste;2000;0.573;0.403;0.741;0.629
Igarapé;"Minas Gerais";Sudeste;2010;0.698;0.588;0.844;0.686
Igaratinga;"Minas Gerais";Sudeste;1991;0.412;0.172;0.698;0.583
Igaratinga;"Minas Gerais";Sudeste;2000;0.554;0.372;0.744;0.613
Igaratinga;"Minas Gerais";Sudeste;2010;0.651;0.481;0.842;0.682
Iguatama;"Minas Gerais";Sudeste;1991;0.453;0.230;0.690;0.585
Iguatama;"Minas Gerais";Sudeste;2000;0.639;0.496;0.789;0.666
Iguatama;"Minas Gerais";Sudeste;2010;0.707;0.616;0.825;0.695
Ijaci;"Minas Gerais";Sudeste;1991;0.418;0.213;0.709;0.485
Ijaci;"Minas Gerais";Sudeste;2000;0.579;0.428;0.761;0.595
Ijaci;"Minas Gerais";Sudeste;2010;0.714;0.654;0.840;0.663
Ilicínea;"Minas Gerais";Sudeste;1991;0.398;0.163;0.714;0.542
Ilicínea;"Minas Gerais";Sudeste;2000;0.588;0.396;0.788;0.652
Ilicínea;"Minas Gerais";Sudeste;2010;0.680;0.571;0.827;0.665
"Imbé de Minas";"Minas Gerais";Sudeste;1991;0.240;0.051;0.616;0.441
"Imbé de Minas";"Minas Gerais";Sudeste;2000;0.448;0.224;0.724;0.555
"Imbé de Minas";"Minas Gerais";Sudeste;2010;0.553;0.397;0.744;0.572
Inconfidentes;"Minas Gerais";Sudeste;1991;0.413;0.164;0.706;0.607
Inconfidentes;"Minas Gerais";Sudeste;2000;0.566;0.344;0.790;0.668
Inconfidentes;"Minas Gerais";Sudeste;2010;0.692;0.572;0.843;0.688
Indaiabira;"Minas Gerais";Sudeste;1991;0.246;0.054;0.612;0.449
Indaiabira;"Minas Gerais";Sudeste;2000;0.402;0.196;0.711;0.467
Indaiabira;"Minas Gerais";Sudeste;2010;0.610;0.490;0.804;0.575
Indianópolis;"Minas Gerais";Sudeste;1991;0.404;0.160;0.714;0.579
Indianópolis;"Minas Gerais";Sudeste;2000;0.573;0.359;0.790;0.664
Indianópolis;"Minas Gerais";Sudeste;2010;0.674;0.554;0.834;0.664
Ingaí;"Minas Gerais";Sudeste;1991;0.415;0.174;0.711;0.576
Ingaí;"Minas Gerais";Sudeste;2000;0.615;0.453;0.761;0.675
Ingaí;"Minas Gerais";Sudeste;2010;0.697;0.569;0.858;0.694
Inhapim;"Minas Gerais";Sudeste;1991;0.391;0.168;0.712;0.501
Inhapim;"Minas Gerais";Sudeste;2000;0.546;0.363;0.773;0.581
Inhapim;"Minas Gerais";Sudeste;2010;0.658;0.535;0.829;0.642
Inhaúma;"Minas Gerais";Sudeste;1991;0.425;0.213;0.664;0.541
Inhaúma;"Minas Gerais";Sudeste;2000;0.573;0.427;0.748;0.589
Inhaúma;"Minas Gerais";Sudeste;2010;0.702;0.624;0.845;0.657
Inimutaba;"Minas Gerais";Sudeste;1991;0.407;0.207;0.618;0.526
Inimutaba;"Minas Gerais";Sudeste;2000;0.530;0.391;0.709;0.536
Inimutaba;"Minas Gerais";Sudeste;2010;0.664;0.579;0.810;0.625
Ipaba;"Minas Gerais";Sudeste;1991;0.307;0.096;0.670;0.449
Ipaba;"Minas Gerais";Sudeste;2000;0.514;0.343;0.724;0.546
Ipaba;"Minas Gerais";Sudeste;2010;0.665;0.562;0.829;0.630
Ipanema;"Minas Gerais";Sudeste;1991;0.407;0.189;0.664;0.537
Ipanema;"Minas Gerais";Sudeste;2000;0.571;0.411;0.750;0.605
Ipanema;"Minas Gerais";Sudeste;2010;0.693;0.586;0.848;0.670
Ipatinga;"Minas Gerais";Sudeste;1991;0.519;0.312;0.706;0.636
Ipatinga;"Minas Gerais";Sudeste;2000;0.684;0.583;0.787;0.697
Ipatinga;"Minas Gerais";Sudeste;2010;0.771;0.705;0.864;0.752
Ipiaçu;"Minas Gerais";Sudeste;1991;0.489;0.293;0.724;0.550
Ipiaçu;"Minas Gerais";Sudeste;2000;0.625;0.463;0.787;0.670
Ipiaçu;"Minas Gerais";Sudeste;2010;0.696;0.610;0.814;0.680
Ipuiúna;"Minas Gerais";Sudeste;1991;0.450;0.181;0.718;0.703
Ipuiúna;"Minas Gerais";Sudeste;2000;0.601;0.374;0.814;0.712
Ipuiúna;"Minas Gerais";Sudeste;2010;0.686;0.516;0.866;0.723
"Iraí de Minas";"Minas Gerais";Sudeste;1991;0.476;0.242;0.685;0.652
"Iraí de Minas";"Minas Gerais";Sudeste;2000;0.608;0.461;0.760;0.642
"Iraí de Minas";"Minas Gerais";Sudeste;2010;0.695;0.563;0.847;0.705
Itabira;"Minas Gerais";Sudeste;1991;0.505;0.289;0.712;0.627
Itabira;"Minas Gerais";Sudeste;2000;0.649;0.510;0.797;0.672
Itabira;"Minas Gerais";Sudeste;2010;0.756;0.678;0.873;0.729
Itabirinha;"Minas Gerais";Sudeste;1991;0.363;0.142;0.664;0.509
Itabirinha;"Minas Gerais";Sudeste;2000;0.544;0.367;0.751;0.585
Itabirinha;"Minas Gerais";Sudeste;2010;0.653;0.531;0.838;0.625
Itabirito;"Minas Gerais";Sudeste;1991;0.490;0.266;0.722;0.612
Itabirito;"Minas Gerais";Sudeste;2000;0.629;0.494;0.756;0.665
Itabirito;"Minas Gerais";Sudeste;2010;0.730;0.638;0.828;0.737
Itacambira;"Minas Gerais";Sudeste;1991;0.282;0.087;0.674;0.384
Itacambira;"Minas Gerais";Sudeste;2000;0.438;0.265;0.747;0.425
Itacambira;"Minas Gerais";Sudeste;2010;0.628;0.550;0.791;0.570
Itacarambi;"Minas Gerais";Sudeste;1991;0.336;0.137;0.612;0.452
Itacarambi;"Minas Gerais";Sudeste;2000;0.511;0.369;0.698;0.519
Itacarambi;"Minas Gerais";Sudeste;2010;0.641;0.564;0.787;0.593
Itaguara;"Minas Gerais";Sudeste;1991;0.415;0.186;0.673;0.571
Itaguara;"Minas Gerais";Sudeste;2000;0.572;0.399;0.736;0.636
Itaguara;"Minas Gerais";Sudeste;2010;0.691;0.567;0.836;0.697
Itaipé;"Minas Gerais";Sudeste;1991;0.259;0.064;0.651;0.415
Itaipé;"Minas Gerais";Sudeste;2000;0.414;0.192;0.711;0.521
Itaipé;"Minas Gerais";Sudeste;2010;0.552;0.388;0.759;0.570
Itajubá;"Minas Gerais";Sudeste;1991;0.575;0.389;0.744;0.656
Itajubá;"Minas Gerais";Sudeste;2000;0.691;0.587;0.785;0.717
Itajubá;"Minas Gerais";Sudeste;2010;0.787;0.718;0.884;0.767
Itamarandiba;"Minas Gerais";Sudeste;1991;0.301;0.092;0.614;0.482
Itamarandiba;"Minas Gerais";Sudeste;2000;0.475;0.292;0.696;0.529
Itamarandiba;"Minas Gerais";Sudeste;2010;0.646;0.547;0.798;0.618
"Itamarati de Minas";"Minas Gerais";Sudeste;1991;0.433;0.220;0.706;0.523
"Itamarati de Minas";"Minas Gerais";Sudeste;2000;0.584;0.409;0.768;0.633
"Itamarati de Minas";"Minas Gerais";Sudeste;2010;0.688;0.572;0.841;0.677
Itambacuri;"Minas Gerais";Sudeste;1991;0.365;0.155;0.602;0.520
Itambacuri;"Minas Gerais";Sudeste;2000;0.503;0.312;0.697;0.585
Itambacuri;"Minas Gerais";Sudeste;2010;0.634;0.527;0.784;0.616
"Itambé do Mato Dentro";"Minas Gerais";Sudeste;1991;0.359;0.139;0.676;0.493
"Itambé do Mato Dentro";"Minas Gerais";Sudeste;2000;0.441;0.229;0.718;0.521
"Itambé do Mato Dentro";"Minas Gerais";Sudeste;2010;0.634;0.513;0.823;0.605
Itamogi;"Minas Gerais";Sudeste;1991;0.446;0.208;0.731;0.582
Itamogi;"Minas Gerais";Sudeste;2000;0.595;0.409;0.791;0.651
Itamogi;"Minas Gerais";Sudeste;2010;0.674;0.568;0.810;0.665
Itamonte;"Minas Gerais";Sudeste;1991;0.442;0.216;0.737;0.542
