Founder;GrauAcademico;BeginYear;EndYear;Momento;NomeIES;SiglaIES;Categoria;OrganizacaoAcademica;IGCContinuo;IGCFaixa;LatitudeIES;LongitudeIES;CidadeIES;EstadoIES;RegiaoIES;EhCidadeIESCapital;OrganizationID;AnoCriacao;LatitudeStartup;LongitudeStartup;P;CidadeStartup;EstadoStartup;EhCidadeStartupCapital;RegiaoStartup
5eb22b6ca7e8c4bce173f50d;Graduação;2003;2006;Antes;"FACULDADE CÁSPER LÍBERO";FCL;Privada;Faculdade;2.867600000000000000;3;-23.565103500000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;liga-ventures;2015;-23.562434000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b6ea7e8c4bce173f50f;Mestrado;2016;2018;Depois;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;liga-ventures;2015;-23.562434000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b6ea7e8c4bce173f50f;Especialização;2009;2011;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;liga-ventures;2015;-23.562434000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b6ea7e8c4bce173f50f;Graduação;2003;2009;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;liga-ventures;2015;-23.562434000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b71a7e8c4bce173f511;Graduação;2009;2012;Antes;"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";UFMS;Pública;Universidade;3.248630000000000000;4;-20.499388000000000000;-54.615744000000000000;"Campo Grande";"Mato Grosso do Sul";Centro-Oeste;1;liga-ventures;2015;-23.562434000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b76a7e8c4bce173f513;Especialização;2014;2015;Antes;"FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS";FFIA;Privada;Faculdade;3.738760000000000000;4;-23.565587100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;liga-ventures;2015;-23.562434000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b76a7e8c4bce173f513;Graduação;2003;2007;Antes;"UNIVERSIDADE FEDERAL DE MINAS GERAIS";UFMG;Pública;Universidade;4.249650000000000000;5;-19.870682000000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;liga-ventures;2015;-23.562434000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b58a7e8c4bce173f4fd;Graduação;NULL;NULL;NULL;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ";PUCPR;Privada;Universidade;3.412940000000000000;4;-25.451866900000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;lilibox;2016;-25.432956000000000000;-49.271848000000000000;49.824493;Curitiba;Paraná;1;Sul
5eb22b4ca7e8c4bce173f4ef;Graduação;2002;2007;Antes;"UNIVERSIDADE REGIONAL DE BLUMENAU";FURB;Pública;Universidade;2.825570000000000000;3;-26.905691300000000000;-49.057631000000000000;Blumenau;"Santa Catarina";Sul;0;lincros;2012;-26.910136600000000000;-49.057631000000000000;NULL;Blumenau;"Santa Catarina";0;Sul
5eb22b52a7e8c4bce173f4f1;Graduação;1979;1984;Antes;"UNIVERSIDADE DO VALE DO RIO DOS SINOS";UNISINOS;Privada;Universidade;3.608140000000000000;4;-29.795514500000000000;-51.146235000000000000;"São Leopoldo";"Rio Grande do Sul";Sul;0;lincros;2012;-26.910136600000000000;-49.057631000000000000;NULL;Blumenau;"Santa Catarina";0;Sul
5eb22b52a7e8c4bce173f4f1;Graduação;1980;1985;Antes;"UNIVERSIDADE DO VALE DO RIO DOS SINOS";UNISINOS;Privada;Universidade;3.608140000000000000;4;-29.795514500000000000;-51.146235000000000000;"São Leopoldo";"Rio Grande do Sul";Sul;0;lincros;2012;-26.910136600000000000;-49.057631000000000000;NULL;Blumenau;"Santa Catarina";0;Sul
5eb22b44a7e8c4bce173f4e7;Graduação;2007;2011;Antes;"FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA";FIAP;Privada;Faculdade;3.352450000000000000;4;-23.595105600000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;linkapi;2017;-23.607721500000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b44a7e8c4bce173f4e7;MBA;2014;2015;Antes;"FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA";FIAP;Privada;Faculdade;3.352450000000000000;4;-23.595105600000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;linkapi;2017;-23.607721500000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b46a7e8c4bce173f4e9;Graduação;2012;2016;Antes;"CENTRO UNIVERSITÁRIO SENAC";SENACSP;Privada;"Centro Universitário";2.803380000000000000;3;-23.669400100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;linkapi;2017;-23.607721500000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b47a7e8c4bce173f4eb;Graduação;2015;2018;Antes;"UNIVERSIDADE PAULISTA";UNIP;Privada;Universidade;2.691250000000000000;3;-25.439131500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;linkapi;2017;-23.607721500000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b3aa7e8c4bce173f4d9;Especialização;2012;2013;Antes;"Fundação Dom Cabral";FDC;Privada;Faculdade;NULL;NULL;-23.598149300000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;linte;2015;-23.596662000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b3aa7e8c4bce173f4d9;Graduação;2005;2010;Antes;"FACULDADE DE DIREITO MILTON CAMPOS";FDMC;Privada;Faculdade;2.835790000000000000;3;-19.985521600000000000;-43.849783000000000000;"Nova Lima";"Minas Gerais";Sudeste;0;linte;2015;-23.596662000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b3aa7e8c4bce173f4d9;Graduação;2011;2011;Antes;"FACULDADE DE DIREITO MILTON CAMPOS";FDMC;Privada;Faculdade;2.835790000000000000;3;-19.985521600000000000;-43.849783000000000000;"Nova Lima";"Minas Gerais";Sudeste;0;linte;2015;-23.596662000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b34a7e8c4bce173f4d1;Especialização;2008;2011;Antes;"CENTRO UNIVERSITÁRIO SENAC";SENACSP;Privada;"Centro Universitário";2.803380000000000000;3;-23.669400100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;liuv;2017;-23.583160200000000000;-46.570383000000000000;2959.143195;"São Paulo";"São Paulo";1;Sudeste
5eb22b34a7e8c4bce173f4d1;Especialização;2012;2013;Antes;"Faculdade ISAE BRASIL";ISAE;Privada;Faculdade;2.243840000000000000;3;-25.437586900000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;liuv;2017;-23.583160200000000000;-46.570383000000000000;2959.143195;"São Paulo";"São Paulo";1;Sudeste
5eb22b36a7e8c4bce173f4d3;Graduação;2006;2010;Antes;"Centro Universitário IBMEC";"Centro Universitário IBMEC";Privada;"Centro Universitário";3.081690000000000000;4;-22.912358600000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;liuv;2017;-23.583160200000000000;-46.570383000000000000;2959.143195;"São Paulo";"São Paulo";1;Sudeste
5eb22b20a7e8c4bce173f4c5;Graduação;2007;2011;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;liv-up;2016;-23.566744000000000000;-46.570383000000000000;1087.070575;"São Paulo";"São Paulo";1;Sudeste
5eb22b20a7e8c4bce173f4c5;Especialização;2012;2013;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;liv-up;2016;-23.566744000000000000;-46.570383000000000000;1087.070575;"São Paulo";"São Paulo";1;Sudeste
5eb22b27a7e8c4bce173f4c9;Graduação;2011;2016;Antes;"INSTITUTO INFNET RIO DE JANEIRO";INFNET;Privada;Faculdade;2.776360000000000000;3;-22.906103000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;liv-up;2016;-23.566744000000000000;-46.570383000000000000;1087.070575;"São Paulo";"São Paulo";1;Sudeste
5eb22b2da7e8c4bce173f4cb;MBA;2009;2011;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;liv-up;2016;-23.566744000000000000;-46.570383000000000000;1087.070575;"São Paulo";"São Paulo";1;Sudeste
5eb22b2da7e8c4bce173f4cb;Graduação;1998;2002;Antes;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL";PUCRS;Privada;Universidade;3.664940000000000000;4;-30.058925000000000000;-51.228660000000000000;"Porto Alegre";"Rio Grande do Sul";Sul;1;liv-up;2016;-23.566744000000000000;-46.570383000000000000;1087.070575;"São Paulo";"São Paulo";1;Sudeste
5eb22b0fa7e8c4bce173f4b1;MBA;2011;2013;Antes;"FACULDADE IBMEC";IBMEC;Privada;Faculdade;3.327430000000000000;4;-25.427272800000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;lix0-sell-your-waste;2015;-22.876652000000000000;-43.227875000000000000;NULL;"Rio de Janeiro";"Rio de Janeiro";1;Sudeste
5eb22b0fa7e8c4bce173f4b1;Graduação;2000;2005;Antes;"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";UFRJ;Pública;Universidade;4.076550000000000000;5;-22.861707700000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;lix0-sell-your-waste;2015;-22.876652000000000000;-43.227875000000000000;NULL;"Rio de Janeiro";"Rio de Janeiro";1;Sudeste
5eb22b06a7e8c4bce173f4a9;Graduação;1986;1989;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;localchef;2015;-23.615633200000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22b06a7e8c4bce173f4a9;MBA;1999;1999;Antes;"Fundação Dom Cabral";FDC;Privada;Faculdade;NULL;NULL;-23.598149300000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;localchef;2015;-23.615633200000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22aeea7e8c4bce173f49d;Graduação;2001;2004;Antes;"UNIVERSIDADE ANHEMBI MORUMBI";UAM;Privada;Universidade;3.076210000000000000;4;-23.600097700000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;loft-br;2018;-23.565063600000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22af4a7e8c4bce173f49f;Especialização;2007;2008;Antes;"FACULDADE ARMANDO ALVARES PENTEADO";FA-FAAP;Privada;Faculdade;2.440290000000000000;3;-23.545035800000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;loft-br;2018;-23.565063600000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22af8a7e8c4bce173f4a1;MBA;2007;2008;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;loft-br;2018;-23.565063600000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22afda7e8c4bce173f4a5;Graduação;2005;2009;Antes;"Centro Universitário IBMEC";"Centro Universitário IBMEC";Privada;"Centro Universitário";3.081690000000000000;4;-22.912358600000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;loft-br;2018;-23.565063600000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22ae2a7e8c4bce173f491;Graduação;1999;2002;Antes;"UNIVERSIDADE VALE DO RIO VERDE";UNINCOR;Privada;Universidade;2.604550000000000000;3;-21.692720100000000000;-45.254937000000000000;"Três Corações";"Minas Gerais";Sudeste;0;logbee;2016;-23.527776300000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22ad4a7e8c4bce173f483;Graduação;2007;2007;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;loggi;2013;-23.523317100000000000;-46.570383000000000000;10841.802850;"São Paulo";"São Paulo";1;Sudeste
5eb22ad6a7e8c4bce173f485;Graduação;1999;2003;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;loggi;2013;-23.523317100000000000;-46.570383000000000000;10841.802850;"São Paulo";"São Paulo";1;Sudeste
5eb22ad6a7e8c4bce173f485;Mestrado;2005;2007;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;loggi;2013;-23.523317100000000000;-46.570383000000000000;10841.802850;"São Paulo";"São Paulo";1;Sudeste
5eb22adaa7e8c4bce173f489;Graduação;2004;2007;Antes;"UNIVERSIDADE PAULISTA";UNIP;Privada;Universidade;2.691250000000000000;3;-25.439131500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;loggi;2013;-23.523317100000000000;-46.570383000000000000;10841.802850;"São Paulo";"São Paulo";1;Sudeste
5eb22adaa7e8c4bce173f489;MBA;2010;2011;Antes;"UNIVERSIDADE PAULISTA";UNIP;Privada;Universidade;2.691250000000000000;3;-25.439131500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;loggi;2013;-23.523317100000000000;-46.570383000000000000;10841.802850;"São Paulo";"São Paulo";1;Sudeste
5eb22acda7e8c4bce173f473;Especialização;1995;1995;Antes;"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO";UFES;Pública;Universidade;3.512710000000000000;4;-20.276954900000000000;-40.322209000000000000;Vitória;"Espírito Santo";Sudeste;1;looke;2015;-23.607211200000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22acda7e8c4bce173f473;Graduação;1993;1994;Antes;"FACULDADE CASTELO BRANCO";FCB;Privada;Faculdade;2.619930000000000000;3;-19.520433800000000000;-40.630318000000000000;Colatina;"Espírito Santo";Sudeste;0;looke;2015;-23.607211200000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22acda7e8c4bce173f473;Graduação;1988;1992;Antes;"FACULDADE CASTELO BRANCO";FCB;Privada;Faculdade;2.619930000000000000;3;-19.520433800000000000;-40.630318000000000000;Colatina;"Espírito Santo";Sudeste;0;looke;2015;-23.607211200000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22ac4a7e8c4bce173f46b;Graduação;2013;2019;Antes;"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";UFRGS;Pública;Universidade;4.297140000000000000;5;-30.033240800000000000;-51.228660000000000000;"Porto Alegre";"Rio Grande do Sul";Sul;1;loop-bike-sharing;2015;-30.036502900000000000;-51.228660000000000000;NULL;"Porto Alegre";"Rio Grande do Sul";1;Sul
5eb22abca7e8c4bce173f45f;MBA;2010;2012;Antes;"INSPER INSTITUTO DE ENSINO E PESQUISA";INSPER;Privada;Faculdade;3.996030000000000000;5;-23.598343500000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;looqbox;2015;-23.596643000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22ac0a7e8c4bce173f461;Graduação;2011;2015;Antes;"INSPER INSTITUTO DE ENSINO E PESQUISA";INSPER;Privada;Faculdade;3.996030000000000000;5;-23.598343500000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;looqbox;2015;-23.596643000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22ab7a7e8c4bce173f453;Graduação;2003;2006;Antes;"UNIVERSIDADE PAULISTA";UNIP;Privada;Universidade;2.691250000000000000;3;-25.439131500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;loucas-por-descontos-crazy-for-discounts;2010;-23.183770000000000000;-45.884175000000000000;NULL;"São José dos Campos";"São Paulo";0;Sudeste
5eb22aa9a7e8c4bce173f449;Graduação;NULL;NULL;NULL;"UNIVERSIDADE PAULISTA";UNIP;Privada;Universidade;2.691250000000000000;3;-25.439131500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;loud-voice-services;2018;-23.557710300000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22aafa7e8c4bce173f44b;Especialização;1993;1994;Antes;"FACULDADE ARMANDO ALVARES PENTEADO";FA-FAAP;Privada;Faculdade;2.440290000000000000;3;-23.545035800000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;loud-voice-services;2018;-23.557710300000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22aafa7e8c4bce173f44b;MBA;1994;1996;Antes;"FACULDADE IBMEC SÃO PAULO";"IBMEC SP";Privada;Faculdade;3.065990000000000000;4;-23.557811100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;loud-voice-services;2018;-23.557710300000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22aafa7e8c4bce173f44b;Graduação;1987;1992;Antes;"UNIVERSIDADE PAULISTA";UNIP;Privada;Universidade;2.691250000000000000;3;-25.439131500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;loud-voice-services;2018;-23.557710300000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22aafa7e8c4bce173f44b;MBA;1998;2000;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;loud-voice-services;2018;-23.557710300000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22ab5a7e8c4bce173f44d;Graduação;2007;2008;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;loud-voice-services;2018;-23.557710300000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22ab5a7e8c4bce173f44d;Graduação;2009;2011;Antes;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";IFSP;Pública;"Centro Universitário";3.064560000000000000;4;-24.533191600000000000;-47.841055000000000000;Registro;"São Paulo";Sudeste;0;loud-voice-services;2018;-23.557710300000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22ab6a7e8c4bce173f44f;Graduação;2006;2010;Antes;"CENTRO UNIVERSITÁRIO ANHANGUERA DE SANTO ANDRÉ";UNIA;Privada;"Centro Universitário";1.945680000000000000;3;-23.662303800000000000;-46.530874000000000000;"Santo André";"São Paulo";Sudeste;0;loud-voice-services;2018;-23.557710300000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22aa2a7e8c4bce173f43d;Graduação;2006;2011;Antes;"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL";UNIJUI;Privada;Universidade;3.127200000000000000;4;-27.455643500000000000;-53.929699000000000000;"Três Passos";"Rio Grande do Sul";Sul;0;lumiun;2015;-28.388537000000000000;-53.918067000000000000;45.889091;Ijuí;"Rio Grande do Sul";0;Sul
5eb22aa5a7e8c4bce173f43f;MBA;2013;2015;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVRS;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;lumiun;2015;-28.388537000000000000;-53.918067000000000000;45.889091;Ijuí;"Rio Grande do Sul";0;Sul
5eb22aa5a7e8c4bce173f43f;Graduação;2000;2006;Antes;"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL";UNIJUI;Privada;Universidade;3.127200000000000000;4;-27.455643500000000000;-53.929699000000000000;"Três Passos";"Rio Grande do Sul";Sul;0;lumiun;2015;-28.388537000000000000;-53.918067000000000000;45.889091;Ijuí;"Rio Grande do Sul";0;Sul
5eb22aa5a7e8c4bce173f43f;Especialização;2007;2009;Antes;"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";UFRGS;Pública;Universidade;4.297140000000000000;5;-30.033240800000000000;-51.228660000000000000;"Porto Alegre";"Rio Grande do Sul";Sul;1;lumiun;2015;-28.388537000000000000;-53.918067000000000000;45.889091;Ijuí;"Rio Grande do Sul";0;Sul
5eb22a9ca7e8c4bce173f433;Graduação;2012;2017;Antes;"UNIVERSIDADE FEDERAL DE SANTA MARIA";UFSM;Pública;Universidade;3.872690000000000000;4;-29.721549300000000000;-53.808675000000000000;"Santa Maria";"Rio Grande do Sul";Sul;0;lunix-inteligência-em-energia;2017;-29.721487100000000000;-53.808675000000000000;NULL;"Santa Maria";"Rio Grande do Sul";0;Sul
5eb22a9ea7e8c4bce173f435;Graduação;2016;2019;Antes;"UNIVERSIDADE FEDERAL DE SANTA MARIA";UFSM;Pública;Universidade;3.872690000000000000;4;-29.721549300000000000;-53.808675000000000000;"Santa Maria";"Rio Grande do Sul";Sul;0;lunix-inteligência-em-energia;2017;-29.721487100000000000;-53.808675000000000000;NULL;"Santa Maria";"Rio Grande do Sul";0;Sul
5eb22a96a7e8c4bce173f42b;MBA;2014;2015;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;mad-mimic-interactive;2017;-23.574377400000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22a96a7e8c4bce173f42b;Graduação;2007;2011;Antes;"UNIVERSIDADE ANHEMBI MORUMBI";UAM;Privada;Universidade;3.076210000000000000;4;-23.600097700000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;mad-mimic-interactive;2017;-23.574377400000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb22a84a7e8c4bce173f41d;MBA;2012;2014;Depois;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVPR;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;madeiramadeira;2009;-25.614381000000000000;-49.271848000000000000;410.207789;Curitiba;Paraná;1;Sul
5eb22a84a7e8c4bce173f41d;Graduação;2002;2005;Antes;"UNIVERSIDADE TUIUTI DO PARANÁ";UTP;Privada;Universidade;3.352630000000000000;4;-25.424341800000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;madeiramadeira;2009;-25.614381000000000000;-49.271848000000000000;410.207789;Curitiba;Paraná;1;Sul
5eb22a87a7e8c4bce173f41f;Especialização;2010;2012;Depois;"Faculdade ISAE BRASIL";ISAE;Privada;Faculdade;2.243840000000000000;3;-25.437586900000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;madeiramadeira;2009;-25.614381000000000000;-49.271848000000000000;410.207789;Curitiba;Paraná;1;Sul
5eb22a8ca7e8c4bce173f421;Graduação;1994;1999;Antes;"UNIVERSIDADE FEDERAL DO PARANÁ";UFPR;Pública;Universidade;3.969940000000000000;5;-25.426908100000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;madeiramadeira;2009;-25.614381000000000000;-49.271848000000000000;410.207789;Curitiba;Paraná;1;Sul
5eb22a8ca7e8c4bce173f421;MBA;2006;2008;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVPR;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;madeiramadeira;2009;-25.614381000000000000;-49.271848000000000000;410.207789;Curitiba;Paraná;1;Sul
5eb22a8ca7e8c4bce173f421;Graduação;2000;2004;Antes;"UNIVERSIDADE FEDERAL DO PARANÁ";UFPR;Pública;Universidade;3.969940000000000000;5;-25.426908100000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;madeiramadeira;2009;-25.614381000000000000;-49.271848000000000000;410.207789;Curitiba;Paraná;1;Sul
5eb22a41a7e8c4bce173f3e9;Graduação;2014;2018;Depois;"CENTRO UNIVERSITÁRIO INTERNACIONAL";UNINTER;Privada;"Centro Universitário";2.988350000000000000;4;-25.431469500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;madero;2005;-25.477840500000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb22a45a7e8c4bce173f3ef;MBA;2014;2016;Depois;"CENTRO UNIVERSITÁRIO ATENEU";"CENTRO UNIVERSITÁRIO ATENEU";Privada;"Centro Universitário";2.947260000000000000;4;-3.832674800000000000;-38.589928000000000000;Fortaleza;Ceará;Nordeste;1;madero;2005;-25.477840500000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb22a4da7e8c4bce173f3f5;Graduação;2017;2021;Depois;"UNIVERSIDADE ESTÁCIO DE SÁ";UNESA;Privada;Universidade;2.701880000000000000;3;-25.431711600000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;madero;2005;-25.477840500000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb22a4da7e8c4bce173f3f5;Graduação;2019;2022;Depois;"UNIVERSIDADE PAULISTA";UNIP;Privada;Universidade;2.691250000000000000;3;-25.439131500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;madero;2005;-25.477840500000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb22a51a7e8c4bce173f3f7;Mestrado;2006;2008;Depois;"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";UFRGS;Pública;Universidade;4.297140000000000000;5;-30.033240800000000000;-51.228660000000000000;"Porto Alegre";"Rio Grande do Sul";Sul;1;madero;2005;-25.477840500000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb22a51a7e8c4bce173f3f7;MBA;2009;2012;Depois;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVPR;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;madero;2005;-25.477840500000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
